GRID_OID,PLAIN,HILL,MOUNTAIN,PLAIN_M,HILL_M,MOUNTAIN_M,TOTAL_M
14921,2,1,0,0.666666667,0.333333333,0.0,1
14929,20,0,0,1.0,0.0,0.0,1
14930,2,18,0,0.1,0.9,0.0,1
14931,5,14,0,0.263157895,0.736842105,0.0,1
14932,4,17,0,0.19047619,0.80952381,0.0,1
14933,1,18,0,0.052631579,0.947368421,0.0,1
14934,1,19,0,0.05,0.95,0.0,1
14935,0,20,0,0.0,1.0,0.0,1
14936,0,17,2,0.0,0.894736842,0.105263158,1
14937,0,18,3,0.0,0.857142857,0.142857143,1
14938,4,16,0,0.2,0.8,0.0,1
14939,3,12,5,0.15,0.6,0.25,1
14940,0,10,9,0.0,0.526315789,0.473684211,1
14941,0,19,0,0.0,1.0,0.0,1
14942,0,5,16,0.0,0.238095238,0.761904762,1
14943,0,3,16,0.0,0.157894737,0.842105263,1
14944,0,9,11,0.0,0.45,0.55,1
14945,0,5,15,0.0,0.25,0.75,1
14946,0,7,13,0.0,0.35,0.65,1
14947,0,2,18,0.0,0.1,0.9,1
14948,0,12,9,0.0,0.571428571,0.428571429,1
14949,0,5,14,0.0,0.263157895,0.736842105,1
14950,4,6,10,0.2,0.3,0.5,1
14951,3,9,7,0.157894737,0.473684211,0.368421053,1
14952,0,5,15,0.0,0.25,0.75,1
14953,0,0,20,0.0,0.0,1.0,1
14954,0,6,13,0.0,0.315789474,0.684210526,1
14955,0,0,19,0.0,0.0,1.0,1
14956,0,8,13,0.0,0.380952381,0.619047619,1
14957,0,10,9,0.0,0.526315789,0.473684211,1
14958,0,16,3,0.0,0.842105263,0.157894737,1
14959,0,18,2,0.0,0.9,0.1,1
14960,0,20,0,0.0,1.0,0.0,1
14961,0,17,3,0.0,0.85,0.15,1
14962,0,7,13,0.0,0.35,0.65,1
14963,0,6,14,0.0,0.3,0.7,1
14964,0,11,9,0.0,0.55,0.45,1
14965,0,6,13,0.0,0.315789474,0.684210526,1
14966,0,17,2,0.0,0.894736842,0.105263158,1
14967,0,13,8,0.0,0.619047619,0.380952381,1
14968,0,19,1,0.0,0.95,0.05,1
14969,4,4,0,0.5,0.5,0.0,1
14976,13,3,0,0.8125,0.1875,0.0,1
14977,0,20,0,0.0,1.0,0.0,1
14978,6,9,0,0.4,0.6,0.0,1
14987,9,11,0,0.45,0.55,0.0,1
14988,5,15,0,0.25,0.75,0.0,1
14989,5,15,0,0.25,0.75,0.0,1
14990,5,2,0,0.714285714,0.285714286,0.0,1
14992,1,0,0,1.0,0.0,0.0,1
15008,0,5,0,0.0,1.0,0.0,1
15009,1,14,4,0.052631579,0.736842105,0.210526316,1
15010,1,13,0,0.071428571,0.928571429,0.0,1
15046,0,8,6,0.0,0.571428571,0.428571429,1
15047,0,3,16,0.0,0.157894737,0.842105263,1
15048,0,17,3,0.0,0.85,0.15,1
15049,0,19,0,0.0,1.0,0.0,1
15050,0,3,16,0.0,0.157894737,0.842105263,1
15051,0,1,19,0.0,0.05,0.95,1
15052,0,13,6,0.0,0.684210526,0.315789474,1
15053,0,20,0,0.0,1.0,0.0,1
15054,2,14,0,0.125,0.875,0.0,1
15055,0,19,0,0.0,1.0,0.0,1
15056,1,4,0,0.2,0.8,0.0,1
15144,0,20,0,0.0,1.0,0.0,1
15145,0,19,1,0.0,0.95,0.05,1
15146,12,8,0,0.6,0.4,0.0,1
15147,16,4,0,0.8,0.2,0.0,1
15148,17,2,0,0.894736842,0.105263158,0.0,1
15157,16,0,0,1.0,0.0,0.0,1
15158,20,0,0,1.0,0.0,0.0,1
15159,12,8,0,0.6,0.4,0.0,1
15160,0,20,0,0.0,1.0,0.0,1
15161,0,20,0,0.0,1.0,0.0,1
15162,0,20,0,0.0,1.0,0.0,1
15163,4,16,0,0.2,0.8,0.0,1
15164,1,19,0,0.05,0.95,0.0,1
15165,0,19,1,0.0,0.95,0.05,1
15166,1,10,9,0.05,0.5,0.45,1
15167,0,13,6,0.0,0.684210526,0.315789474,1
15168,1,16,3,0.05,0.8,0.15,1
15169,0,7,12,0.0,0.368421053,0.631578947,1
15170,0,4,16,0.0,0.2,0.8,1
15171,0,2,18,0.0,0.1,0.9,1
15172,0,0,20,0.0,0.0,1.0,1
15173,0,1,19,0.0,0.05,0.95,1
15174,0,15,4,0.0,0.789473684,0.210526316,1
15175,0,5,14,0.0,0.263157895,0.736842105,1
15176,0,0,21,0.0,0.0,1.0,1
15177,1,3,15,0.052631579,0.157894737,0.789473684,1
15178,1,3,17,0.047619048,0.142857143,0.80952381,1
15179,0,1,19,0.0,0.05,0.95,1
15180,0,0,20,0.0,0.0,1.0,1
15181,0,0,20,0.0,0.0,1.0,1
15182,0,0,20,0.0,0.0,1.0,1
15183,0,1,18,0.0,0.052631579,0.947368421,1
15184,0,2,18,0.0,0.1,0.9,1
15185,0,6,13,0.0,0.315789474,0.684210526,1
15186,0,13,6,0.0,0.684210526,0.315789474,1
15187,0,10,11,0.0,0.476190476,0.523809524,1
15188,0,16,3,0.0,0.842105263,0.157894737,1
15189,0,19,0,0.0,1.0,0.0,1
15190,3,12,5,0.15,0.6,0.25,1
15191,2,13,5,0.1,0.65,0.25,1
15192,2,13,4,0.105263158,0.684210526,0.210526316,1
15193,0,10,10,0.0,0.5,0.5,1
15194,0,9,12,0.0,0.428571429,0.571428571,1
15195,0,10,11,0.0,0.476190476,0.523809524,1
15196,0,14,6,0.0,0.7,0.3,1
15197,0,18,1,0.0,0.947368421,0.052631579,1
15198,0,20,0,0.0,1.0,0.0,1
15199,2,6,0,0.25,0.75,0.0,1
15215,7,10,0,0.411764706,0.588235294,0.0,1
15216,0,20,0,0.0,1.0,0.0,1
15217,3,17,0,0.15,0.85,0.0,1
15218,2,17,0,0.105263158,0.894736842,0.0,1
15219,2,10,0,0.166666667,0.833333333,0.0,1
15236,1,9,0,0.1,0.9,0.0,1
15237,0,16,4,0.0,0.8,0.2,1
15238,1,15,3,0.052631579,0.789473684,0.157894737,1
15239,2,4,0,0.333333333,0.666666667,0.0,1
15277,1,9,0,0.1,0.9,0.0,1
15278,1,15,0,0.0625,0.9375,0.0,1
15279,0,4,10,0.0,0.285714286,0.714285714,1
15280,0,9,7,0.0,0.5625,0.4375,1
15372,0,19,0,0.0,1.0,0.0,1
15373,0,19,1,0.0,0.95,0.05,1
15374,3,12,1,0.1875,0.75,0.0625,1
15375,8,3,0,0.727272727,0.272727273,0.0,1
15376,2,3,0,0.4,0.6,0.0,1
15382,4,1,0,0.8,0.2,0.0,1
15383,8,7,0,0.533333333,0.466666667,0.0,1
15384,18,0,0,1.0,0.0,0.0,1
15385,19,0,0,1.0,0.0,0.0,1
15386,19,0,0,1.0,0.0,0.0,1
15387,21,0,0,1.0,0.0,0.0,1
15388,12,7,0,0.631578947,0.368421053,0.0,1
15389,0,20,0,0.0,1.0,0.0,1
15390,0,19,0,0.0,1.0,0.0,1
15391,2,17,0,0.105263158,0.894736842,0.0,1
15392,8,12,0,0.4,0.6,0.0,1
15393,0,20,0,0.0,1.0,0.0,1
15394,2,18,0,0.1,0.9,0.0,1
15395,0,6,13,0.0,0.315789474,0.684210526,1
15396,0,3,17,0.0,0.15,0.85,1
15397,0,3,17,0.0,0.15,0.85,1
15398,0,1,19,0.0,0.05,0.95,1
15399,0,0,20,0.0,0.0,1.0,1
15400,0,2,18,0.0,0.1,0.9,1
15401,0,0,19,0.0,0.0,1.0,1
15402,0,8,12,0.0,0.4,0.6,1
15403,0,9,10,0.0,0.473684211,0.526315789,1
15404,1,13,5,0.052631579,0.684210526,0.263157895,1
15405,0,4,17,0.0,0.19047619,0.80952381,1
15406,0,1,18,0.0,0.052631579,0.947368421,1
15407,0,1,18,0.0,0.052631579,0.947368421,1
15408,0,3,17,0.0,0.15,0.85,1
15409,1,4,15,0.05,0.2,0.75,1
15410,0,0,21,0.0,0.0,1.0,1
15411,1,7,11,0.052631579,0.368421053,0.578947368,1
15412,1,6,13,0.05,0.3,0.65,1
15413,0,5,15,0.0,0.25,0.75,1
15414,0,16,4,0.0,0.8,0.2,1
15415,2,17,0,0.105263158,0.894736842,0.0,1
15416,9,11,0,0.45,0.55,0.0,1
15417,0,18,2,0.0,0.9,0.1,1
15418,0,18,1,0.0,0.947368421,0.052631579,1
15419,2,18,0,0.1,0.9,0.0,1
15420,4,15,0,0.210526316,0.789473684,0.0,1
15421,0,19,1,0.0,0.95,0.05,1
15422,0,21,0,0.0,1.0,0.0,1
15423,0,19,0,0.0,1.0,0.0,1
15424,2,13,0,0.133333333,0.866666667,0.0,1
15425,0,9,3,0.0,0.75,0.25,1
15426,0,10,1,0.0,0.909090909,0.090909091,1
15427,0,8,0,0.0,1.0,0.0,1
15442,6,13,0,0.315789474,0.684210526,0.0,1
15443,6,13,0,0.315789474,0.684210526,0.0,1
15444,4,16,0,0.2,0.8,0.0,1
15445,3,17,0,0.15,0.85,0.0,1
15446,0,18,1,0.0,0.947368421,0.052631579,1
15447,1,18,0,0.052631579,0.947368421,0.0,1
15464,1,9,1,0.090909091,0.818181818,0.090909091,1
15465,0,5,15,0.0,0.25,0.75,1
15466,0,8,12,0.0,0.4,0.6,1
15467,3,14,0,0.176470588,0.823529412,0.0,1
15468,0,1,0,0.0,1.0,0.0,1
15601,0,18,0,0.0,1.0,0.0,1
15602,0,17,0,0.0,1.0,0.0,1
15603,0,2,0,0.0,1.0,0.0,1
15611,1,5,0,0.166666667,0.833333333,0.0,1
15612,0,19,0,0.0,1.0,0.0,1
15613,16,4,0,0.8,0.2,0.0,1
15614,20,0,0,1.0,0.0,0.0,1
15615,21,0,0,1.0,0.0,0.0,1
15616,20,0,0,1.0,0.0,0.0,1
15617,14,6,0,0.7,0.3,0.0,1
15618,2,18,0,0.1,0.9,0.0,1
15619,8,11,0,0.421052632,0.578947368,0.0,1
15620,6,15,0,0.285714286,0.714285714,0.0,1
15621,0,20,0,0.0,1.0,0.0,1
15622,0,19,0,0.0,1.0,0.0,1
15623,2,18,0,0.1,0.9,0.0,1
15624,1,9,10,0.05,0.45,0.5,1
15625,0,0,19,0.0,0.0,1.0,1
15626,0,0,20,0.0,0.0,1.0,1
15627,0,0,21,0.0,0.0,1.0,1
15628,0,0,20,0.0,0.0,1.0,1
15629,0,2,17,0.0,0.105263158,0.894736842,1
15630,0,0,20,0.0,0.0,1.0,1
15631,0,0,20,0.0,0.0,1.0,1
15632,0,1,20,0.0,0.047619048,0.952380952,1
15633,0,10,10,0.0,0.5,0.5,1
15634,0,6,14,0.0,0.3,0.7,1
15635,0,0,19,0.0,0.0,1.0,1
15636,0,0,20,0.0,0.0,1.0,1
15637,5,3,11,0.263157895,0.157894737,0.578947368,1
15638,11,7,1,0.578947368,0.368421053,0.052631579,1
15639,0,1,19,0.0,0.05,0.95,1
15640,0,1,20,0.0,0.047619048,0.952380952,1
15641,1,5,14,0.05,0.25,0.7,1
15642,0,8,12,0.0,0.4,0.6,1
15643,1,13,6,0.05,0.65,0.3,1
15644,0,11,10,0.0,0.523809524,0.476190476,1
15645,0,20,0,0.0,1.0,0.0,1
15646,0,20,1,0.0,0.952380952,0.047619048,1
15647,0,17,3,0.0,0.85,0.15,1
15648,0,21,0,0.0,1.0,0.0,1
15649,0,20,0,0.0,1.0,0.0,1
15650,0,19,0,0.0,1.0,0.0,1
15651,2,18,0,0.1,0.9,0.0,1
15652,9,10,0,0.473684211,0.526315789,0.0,1
15653,8,5,0,0.615384615,0.384615385,0.0,1
15662,1,1,0,0.5,0.5,0.0,1
15663,4,8,0,0.333333333,0.666666667,0.0,1
15664,4,2,0,0.666666667,0.333333333,0.0,1
15669,6,0,0,1.0,0.0,0.0,1
15670,10,10,0,0.5,0.5,0.0,1
15671,0,18,3,0.0,0.857142857,0.142857143,1
15672,1,18,0,0.052631579,0.947368421,0.0,1
15673,8,13,0,0.380952381,0.619047619,0.0,1
15674,9,11,0,0.45,0.55,0.0,1
15675,7,12,0,0.368421053,0.631578947,0.0,1
15676,3,5,0,0.375,0.625,0.0,1
15691,0,6,0,0.0,1.0,0.0,1
15692,4,8,0,0.333333333,0.666666667,0.0,1
15693,1,19,0,0.05,0.95,0.0,1
15694,1,18,1,0.05,0.9,0.05,1
15695,0,11,6,0.0,0.647058824,0.352941176,1
15696,1,16,0,0.058823529,0.941176471,0.0,1
15841,5,7,0,0.416666667,0.583333333,0.0,1
15842,12,0,0,1.0,0.0,0.0,1
15843,19,0,0,1.0,0.0,0.0,1
15844,19,0,0,1.0,0.0,0.0,1
15845,19,1,0,0.95,0.05,0.0,1
15846,4,15,0,0.210526316,0.789473684,0.0,1
15847,5,15,0,0.25,0.75,0.0,1
15848,1,19,0,0.05,0.95,0.0,1
15849,1,19,0,0.05,0.95,0.0,1
15850,0,19,1,0.0,0.95,0.05,1
15851,0,20,0,0.0,1.0,0.0,1
15852,0,20,0,0.0,1.0,0.0,1
15853,0,19,0,0.0,1.0,0.0,1
15854,0,8,12,0.0,0.4,0.6,1
15855,0,0,20,0.0,0.0,1.0,1
15856,0,0,19,0.0,0.0,1.0,1
15857,0,0,20,0.0,0.0,1.0,1
15858,0,0,19,0.0,0.0,1.0,1
15859,0,0,19,0.0,0.0,1.0,1
15860,0,0,20,0.0,0.0,1.0,1
15861,0,0,19,0.0,0.0,1.0,1
15862,0,4,16,0.0,0.2,0.8,1
15863,0,2,19,0.0,0.095238095,0.904761905,1
15864,0,0,20,0.0,0.0,1.0,1
15865,0,0,20,0.0,0.0,1.0,1
15866,0,1,19,0.0,0.05,0.95,1
15867,0,10,9,0.0,0.526315789,0.473684211,1
15868,0,1,19,0.0,0.05,0.95,1
15869,0,1,18,0.0,0.052631579,0.947368421,1
15870,0,0,19,0.0,0.0,1.0,1
15871,0,9,12,0.0,0.428571429,0.571428571,1
15872,0,9,10,0.0,0.473684211,0.526315789,1
15873,0,8,11,0.0,0.421052632,0.578947368,1
15874,0,16,4,0.0,0.8,0.2,1
15875,0,18,1,0.0,0.947368421,0.052631579,1
15876,0,20,0,0.0,1.0,0.0,1
15877,7,13,0,0.35,0.65,0.0,1
15878,13,5,0,0.722222222,0.277777778,0.0,1
15879,12,2,0,0.857142857,0.142857143,0.0,1
15880,10,2,0,0.833333333,0.166666667,0.0,1
15881,15,1,0,0.9375,0.0625,0.0,1
15882,10,8,0,0.555555556,0.444444444,0.0,1
15883,6,8,0,0.428571429,0.571428571,0.0,1
15884,5,11,0,0.3125,0.6875,0.0,1
15885,6,6,0,0.5,0.5,0.0,1
15893,3,14,0,0.176470588,0.823529412,0.0,1
