GRID_OID,ROCK,NON_ROCK,ROCK_S,NON_ROCK_S,TOTAL_S
10682,1,0,1.0,0.0,1
10710,2,0,1.0,0.0,1
10815,2,0,1.0,0.0,1
10816,2,0,1.0,0.0,1
10817,2,2,0.5,0.5,1
10818,1,1,0.5,0.5,1
10819,4,0,1.0,0.0,1
10820,2,0,1.0,0.0,1
10825,2,0,1.0,0.0,1
10826,2,0,1.0,0.0,1
10827,4,0,1.0,0.0,1
10828,2,0,1.0,0.0,1
10829,4,0,1.0,0.0,1
10830,4,0,1.0,0.0,1
10831,2,0,1.0,0.0,1
10832,2,2,0.5,0.5,1
10833,1,1,0.5,0.5,1
10834,2,2,0.5,0.5,1
10835,1,3,0.25,0.75,1
10836,2,0,1.0,0.0,1
10837,4,0,1.0,0.0,1
10838,4,0,1.0,0.0,1
10839,2,0,1.0,0.0,1
10840,4,0,1.0,0.0,1
10841,2,0,1.0,0.0,1
10842,4,0,1.0,0.0,1
10843,4,0,1.0,0.0,1
10844,2,0,1.0,0.0,1
10881,1,0,1.0,0.0,1
10882,2,0,1.0,0.0,1
10883,1,0,1.0,0.0,1
10888,1,0,1.0,0.0,1
10898,1,0,1.0,0.0,1
10899,2,0,1.0,0.0,1
10911,2,0,1.0,0.0,1
10931,1,0,1.0,0.0,1
10932,2,0,1.0,0.0,1
10933,1,0,1.0,0.0,1
10934,1,0,1.0,0.0,1
10936,2,0,1.0,0.0,1
11043,1,0,1.0,0.0,1
11044,4,0,1.0,0.0,1
11045,2,0,1.0,0.0,1
11046,4,0,1.0,0.0,1
11047,2,0,1.0,0.0,1
11048,4,0,1.0,0.0,1
11049,3,0,1.0,0.0,1
11050,1,0,1.0,0.0,1
11054,2,0,1.0,0.0,1
11055,2,0,1.0,0.0,1
11056,4,0,1.0,0.0,1
11057,2,0,1.0,0.0,1
11058,4,0,1.0,0.0,1
11059,4,0,1.0,0.0,1
11060,2,0,1.0,0.0,1
11061,4,0,1.0,0.0,1
11062,2,0,1.0,0.0,1
11063,4,0,1.0,0.0,1
11064,4,0,1.0,0.0,1
11065,2,0,1.0,0.0,1
11066,4,0,1.0,0.0,1
11067,4,0,1.0,0.0,1
11068,2,0,1.0,0.0,1
11069,4,0,1.0,0.0,1
11070,2,0,1.0,0.0,1
11071,4,0,1.0,0.0,1
11072,4,0,1.0,0.0,1
11110,2,0,1.0,0.0,1
11111,2,0,1.0,0.0,1
11112,1,0,1.0,0.0,1
11119,3,0,1.0,0.0,1
11120,1,0,1.0,0.0,1
11121,1,0,1.0,0.0,1
11122,1,1,0.5,0.5,1
11127,4,0,1.0,0.0,1
11128,4,0,1.0,0.0,1
11129,2,0,1.0,0.0,1
11130,2,0,1.0,0.0,1
11146,1,0,1.0,0.0,1
11150,2,0,1.0,0.0,1
11160,1,0,1.0,0.0,1
11161,4,0,1.0,0.0,1
11162,2,0,1.0,0.0,1
11163,2,0,1.0,0.0,1
11272,2,0,1.0,0.0,1
11273,2,0,1.0,0.0,1
11274,1,0,1.0,0.0,1
11275,1,1,0.5,0.5,1
11276,1,0,1.0,0.0,1
11277,2,0,1.0,0.0,1
11278,2,0,1.0,0.0,1
11279,1,0,1.0,0.0,1
11280,2,0,1.0,0.0,1
11281,1,0,1.0,0.0,1
11282,2,0,1.0,0.0,1
11283,2,0,1.0,0.0,1
11284,1,0,1.0,0.0,1
11285,2,0,1.0,0.0,1
11286,1,0,1.0,0.0,1
11287,2,0,1.0,0.0,1
11288,2,0,1.0,0.0,1
11289,1,0,1.0,0.0,1
11290,2,0,1.0,0.0,1
11291,1,0,1.0,0.0,1
11292,2,0,1.0,0.0,1
11293,2,0,1.0,0.0,1
11294,1,0,1.0,0.0,1
11295,2,0,1.0,0.0,1
11296,2,0,1.0,0.0,1
11297,1,0,1.0,0.0,1
11298,2,0,1.0,0.0,1
11299,1,0,1.0,0.0,1
11300,2,0,1.0,0.0,1
11301,2,0,1.0,0.0,1
11339,1,0,1.0,0.0,1
11348,1,0,1.0,0.0,1
11349,1,0,1.0,0.0,1
11350,1,0,1.0,0.0,1
11351,1,1,0.5,0.5,1
11352,0,1,0.0,1.0,1
11355,1,0,1.0,0.0,1
11356,2,0,1.0,0.0,1
11357,2,0,1.0,0.0,1
11358,1,0,1.0,0.0,1
11359,2,0,1.0,0.0,1
11390,1,0,1.0,0.0,1
11500,2,0,1.0,0.0,1
11501,4,0,1.0,0.0,1
11502,3,1,0.75,0.25,1
11503,0,2,0.0,1.0,1
11504,2,2,0.5,0.5,1
11505,2,0,1.0,0.0,1
11506,4,0,1.0,0.0,1
11507,4,0,1.0,0.0,1
11508,2,0,1.0,0.0,1
11509,4,0,1.0,0.0,1
11510,2,0,1.0,0.0,1
11511,4,0,1.0,0.0,1
11512,4,0,1.0,0.0,1
11513,2,0,1.0,0.0,1
11514,4,0,1.0,0.0,1
11515,2,0,1.0,0.0,1
11516,4,0,1.0,0.0,1
11517,4,0,1.0,0.0,1
11518,2,0,1.0,0.0,1
11519,4,0,1.0,0.0,1
11520,2,0,1.0,0.0,1
11521,4,0,1.0,0.0,1
11522,4,0,1.0,0.0,1
11523,2,0,1.0,0.0,1
11524,4,0,1.0,0.0,1
11525,4,0,1.0,0.0,1
11526,2,0,1.0,0.0,1
11527,4,0,1.0,0.0,1
11528,2,0,1.0,0.0,1
11529,4,0,1.0,0.0,1
11530,2,0,1.0,0.0,1
11578,1,0,1.0,0.0,1
11579,1,0,1.0,0.0,1
11580,4,0,1.0,0.0,1
11581,2,1,0.666666667,0.333333333,1
11584,2,0,1.0,0.0,1
11585,4,0,1.0,0.0,1
11586,4,0,1.0,0.0,1
11587,2,0,1.0,0.0,1
11588,4,0,1.0,0.0,1
11618,1,0,1.0,0.0,1
11622,1,0,1.0,0.0,1
11729,1,0,1.0,0.0,1
11730,2,0,1.0,0.0,1
11731,2,0,1.0,0.0,1
11732,0,1,0.0,1.0,1
11733,2,0,1.0,0.0,1
11734,1,0,1.0,0.0,1
11735,2,0,1.0,0.0,1
11736,2,0,1.0,0.0,1
11737,1,0,1.0,0.0,1
11738,2,0,1.0,0.0,1
11739,1,0,1.0,0.0,1
11740,2,0,1.0,0.0,1
11741,2,0,1.0,0.0,1
11742,1,0,1.0,0.0,1
11743,2,0,1.0,0.0,1
11744,1,0,1.0,0.0,1
11745,2,0,1.0,0.0,1
11746,2,0,1.0,0.0,1
11747,1,0,1.0,0.0,1
11748,0,2,0.0,1.0,1
11749,1,0,1.0,0.0,1
11750,2,0,1.0,0.0,1
11751,2,0,1.0,0.0,1
11752,1,0,1.0,0.0,1
11753,2,0,1.0,0.0,1
11754,2,0,1.0,0.0,1
11755,1,0,1.0,0.0,1
11756,2,0,1.0,0.0,1
11757,1,0,1.0,0.0,1
11758,1,0,1.0,0.0,1
11794,1,0,1.0,0.0,1
11809,2,0,1.0,0.0,1
11810,1,1,0.5,0.5,1
11814,2,0,1.0,0.0,1
11815,2,0,1.0,0.0,1
11816,1,0,1.0,0.0,1
11817,2,0,1.0,0.0,1
11846,0,1,0.0,1.0,1
11957,1,0,1.0,0.0,1
11958,2,0,1.0,0.0,1
11959,2,2,0.5,0.5,1
11960,1,3,0.25,0.75,1
11961,1,1,0.5,0.5,1
11962,4,0,1.0,0.0,1
11963,2,0,1.0,0.0,1
11964,4,0,1.0,0.0,1
11965,4,0,1.0,0.0,1
11966,2,0,1.0,0.0,1
11967,4,0,1.0,0.0,1
11968,2,0,1.0,0.0,1
11969,4,0,1.0,0.0,1
11970,4,0,1.0,0.0,1
11971,2,0,1.0,0.0,1
11972,4,0,1.0,0.0,1
11973,2,0,1.0,0.0,1
11974,4,0,1.0,0.0,1
11975,4,0,1.0,0.0,1
11976,0,2,0.0,1.0,1
11977,0,4,0.0,1.0,1
11978,2,0,1.0,0.0,1
11979,4,0,1.0,0.0,1
11980,4,0,1.0,0.0,1
11981,2,0,1.0,0.0,1
11982,4,0,1.0,0.0,1
11983,4,0,1.0,0.0,1
11984,2,0,1.0,0.0,1
11985,4,0,1.0,0.0,1
11986,2,0,1.0,0.0,1
11987,2,0,1.0,0.0,1
12021,2,0,1.0,0.0,1
12022,2,0,1.0,0.0,1
12023,2,0,1.0,0.0,1
12044,3,0,1.0,0.0,1
12045,2,0,1.0,0.0,1
12046,3,0,1.0,0.0,1
12073,0,1,0.0,1.0,1
12074,0,3,0.0,1.0,1
12187,1,0,1.0,0.0,1
12188,3,0,1.0,0.0,1
12189,3,1,0.75,0.25,1
12190,2,0,1.0,0.0,1
12191,4,0,1.0,0.0,1
12192,2,0,1.0,0.0,1
12193,4,0,1.0,0.0,1
12194,4,0,1.0,0.0,1
12195,2,0,1.0,0.0,1
12196,4,0,1.0,0.0,1
12197,2,0,1.0,0.0,1
12198,4,0,1.0,0.0,1
12199,4,0,1.0,0.0,1
12200,2,0,1.0,0.0,1
12201,4,0,1.0,0.0,1
12202,2,0,1.0,0.0,1
12203,4,0,1.0,0.0,1
12204,4,0,1.0,0.0,1
12205,2,0,1.0,0.0,1
12206,2,2,0.5,0.5,1
12207,1,1,0.5,0.5,1
12208,2,2,0.5,0.5,1
12209,4,0,1.0,0.0,1
12210,2,0,1.0,0.0,1
12211,4,0,1.0,0.0,1
12212,4,0,1.0,0.0,1
12213,2,0,1.0,0.0,1
12214,4,0,1.0,0.0,1
12215,2,0,1.0,0.0,1
12216,1,0,1.0,0.0,1
12251,1,0,1.0,0.0,1
12252,1,0,1.0,0.0,1
12418,2,0,1.0,0.0,1
12419,1,0,1.0,0.0,1
12420,2,0,1.0,0.0,1
12421,1,0,1.0,0.0,1
12422,2,0,1.0,0.0,1
12423,2,0,1.0,0.0,1
12424,1,0,1.0,0.0,1
12425,2,0,1.0,0.0,1
12426,1,0,1.0,0.0,1
12427,2,0,1.0,0.0,1
12428,2,0,1.0,0.0,1
12429,1,0,1.0,0.0,1
12430,2,0,1.0,0.0,1
12431,1,0,1.0,0.0,1
12432,2,0,1.0,0.0,1
12433,2,0,1.0,0.0,1
12434,1,0,1.0,0.0,1
12435,2,0,1.0,0.0,1
12436,0,1,0.0,1.0,1
12437,0,2,0.0,1.0,1
12438,2,0,1.0,0.0,1
12439,1,0,1.0,0.0,1
12440,2,0,1.0,0.0,1
12441,2,0,1.0,0.0,1
12442,1,0,1.0,0.0,1
12443,2,0,1.0,0.0,1
12450,2,0,1.0,0.0,1
12451,1,0,1.0,0.0,1
12483,0,1,0.0,1.0,1
12647,2,0,1.0,0.0,1
12648,2,0,1.0,0.0,1
12649,4,0,1.0,0.0,1
12650,2,0,1.0,0.0,1
12651,4,0,1.0,0.0,1
12652,4,0,1.0,0.0,1
12653,2,0,1.0,0.0,1
12654,4,0,1.0,0.0,1
12655,2,0,1.0,0.0,1
12656,4,0,1.0,0.0,1
12657,4,0,1.0,0.0,1
12658,2,0,1.0,0.0,1
12659,3,1,0.75,0.25,1
12660,2,0,1.0,0.0,1
12661,0,4,0.0,1.0,1
12662,0,4,0.0,1.0,1
12663,2,0,1.0,0.0,1
12664,4,0,1.0,0.0,1
12665,1,1,0.5,0.5,1
12666,1,3,0.25,0.75,1
12667,3,1,0.75,0.25,1
12668,2,0,1.0,0.0,1
12669,4,0,1.0,0.0,1
12670,4,0,1.0,0.0,1
12671,2,0,1.0,0.0,1
12672,3,0,1.0,0.0,1
12680,1,0,1.0,0.0,1
12685,2,0,1.0,0.0,1
12707,0,2,0.0,1.0,1
12755,2,0,1.0,0.0,1
12759,1,0,1.0,0.0,1
12760,1,0,1.0,0.0,1
12767,1,0,1.0,0.0,1
12876,1,0,1.0,0.0,1
12877,1,0,1.0,0.0,1
12878,2,0,1.0,0.0,1
12879,1,0,1.0,0.0,1
12880,2,0,1.0,0.0,1
12881,2,0,1.0,0.0,1
12882,1,0,1.0,0.0,1
12883,2,0,1.0,0.0,1
12884,1,0,1.0,0.0,1
12885,2,0,1.0,0.0,1
12886,2,0,1.0,0.0,1
12887,1,0,1.0,0.0,1
12888,2,0,1.0,0.0,1
12889,1,0,1.0,0.0,1
12890,1,1,0.5,0.5,1
12891,0,2,0.0,1.0,1
12892,0,1,0.0,1.0,1
12893,1,1,0.5,0.5,1
12894,0,1,0.0,1.0,1
12895,0,2,0.0,1.0,1
12896,2,0,1.0,0.0,1
12897,1,0,1.0,0.0,1
12898,2,0,1.0,0.0,1
12899,2,0,1.0,0.0,1
12900,1,0,1.0,0.0,1
12901,1,0,1.0,0.0,1
12908,1,0,1.0,0.0,1
12909,2,0,1.0,0.0,1
12915,1,0,1.0,0.0,1
12916,2,0,1.0,0.0,1
12936,0,1,0.0,1.0,1
12937,0,1,0.0,1.0,1
12984,1,0,1.0,0.0,1
13105,4,0,1.0,0.0,1
13106,2,0,1.0,0.0,1
13107,4,0,1.0,0.0,1
13108,2,0,1.0,0.0,1
13109,4,0,1.0,0.0,1
13110,4,0,1.0,0.0,1
13111,2,0,1.0,0.0,1
13112,4,0,1.0,0.0,1
13113,2,0,1.0,0.0,1
13114,4,0,1.0,0.0,1
13115,4,0,1.0,0.0,1
13116,2,0,1.0,0.0,1
13117,4,0,1.0,0.0,1
13118,2,0,1.0,0.0,1
13119,3,1,0.75,0.25,1
13120,2,2,0.5,0.5,1
13121,1,1,0.5,0.5,1
13122,4,0,1.0,0.0,1
13123,0,2,0.0,1.0,1
13124,2,2,0.5,0.5,1
13125,3,1,0.75,0.25,1
13126,2,0,1.0,0.0,1
13127,4,0,1.0,0.0,1
13128,4,0,1.0,0.0,1
13129,1,0,1.0,0.0,1
13136,1,0,1.0,0.0,1
13137,3,0,1.0,0.0,1
13138,2,2,0.5,0.5,1
13139,0,2,0.0,1.0,1
13140,0,1,0.0,1.0,1
13141,0,1,0.0,1.0,1
13165,0,1,0.0,1.0,1
13166,0,3,0.0,1.0,1
13176,0,2,0.0,1.0,1
13177,0,1,0.0,1.0,1
13178,0,1,0.0,1.0,1
13217,1,0,1.0,0.0,1
13333,1,0,1.0,0.0,1
13334,4,0,1.0,0.0,1
13335,2,0,1.0,0.0,1
13336,4,0,1.0,0.0,1
13337,2,0,1.0,0.0,1
13338,4,0,1.0,0.0,1
13339,4,0,1.0,0.0,1
13340,2,0,1.0,0.0,1
13341,4,0,1.0,0.0,1
13342,2,0,1.0,0.0,1
13343,4,0,1.0,0.0,1
13344,4,0,1.0,0.0,1
13345,2,0,1.0,0.0,1
13346,4,0,1.0,0.0,1
13347,2,0,1.0,0.0,1
13348,4,0,1.0,0.0,1
13349,4,0,1.0,0.0,1
13350,2,0,1.0,0.0,1
13351,4,0,1.0,0.0,1
13352,2,0,1.0,0.0,1
13353,4,0,1.0,0.0,1
13354,4,0,1.0,0.0,1
13355,2,0,1.0,0.0,1
13356,4,0,1.0,0.0,1
13357,3,0,1.0,0.0,1
13365,1,0,1.0,0.0,1
13366,3,0,1.0,0.0,1
13367,4,0,1.0,0.0,1
13368,2,0,1.0,0.0,1
13369,2,2,0.5,0.5,1
13370,0,2,0.0,1.0,1
13371,0,4,0.0,1.0,1
13372,0,4,0.0,1.0,1
13373,0,2,0.0,1.0,1
13374,0,4,0.0,1.0,1
13394,0,2,0.0,1.0,1
13395,0,3,0.0,1.0,1
13405,0,3,0.0,1.0,1
13406,0,2,0.0,1.0,1
13412,0,1,0.0,1.0,1
13415,3,0,1.0,0.0,1
13416,2,0,1.0,0.0,1
13417,2,0,1.0,0.0,1
13451,3,0,1.0,0.0,1
13562,2,0,1.0,0.0,1
13563,2,0,1.0,0.0,1
13564,1,0,1.0,0.0,1
13565,2,0,1.0,0.0,1
13566,1,0,1.0,0.0,1
13567,2,0,1.0,0.0,1
13568,2,0,1.0,0.0,1
13569,1,0,1.0,0.0,1
13570,2,0,1.0,0.0,1
13571,1,0,1.0,0.0,1
13572,2,0,1.0,0.0,1
13573,2,0,1.0,0.0,1
13574,1,0,1.0,0.0,1
13575,2,0,1.0,0.0,1
13576,1,0,1.0,0.0,1
13577,2,0,1.0,0.0,1
13578,2,0,1.0,0.0,1
13579,1,0,1.0,0.0,1
13580,2,0,1.0,0.0,1
13581,1,0,1.0,0.0,1
13582,2,0,1.0,0.0,1
13583,2,0,1.0,0.0,1
13584,1,0,1.0,0.0,1
13585,2,0,1.0,0.0,1
13586,1,0,1.0,0.0,1
13593,2,0,1.0,0.0,1
13594,1,0,1.0,0.0,1
13595,2,0,1.0,0.0,1
13596,2,0,1.0,0.0,1
13597,1,0,1.0,0.0,1
13598,2,0,1.0,0.0,1
13599,0,1,0.0,1.0,1
13600,0,2,0.0,1.0,1
13601,0,2,0.0,1.0,1
13602,0,1,0.0,1.0,1
13613,1,0,1.0,0.0,1
13634,0,1,0.0,1.0,1
13635,0,1,0.0,1.0,1
13644,2,0,1.0,0.0,1
13646,1,0,1.0,0.0,1
13789,1,0,1.0,0.0,1
13790,2,0,1.0,0.0,1
13791,4,0,1.0,0.0,1
13792,4,0,1.0,0.0,1
13793,2,0,1.0,0.0,1
13794,4,0,1.0,0.0,1
13795,2,0,1.0,0.0,1
13796,4,0,1.0,0.0,1
13797,4,0,1.0,0.0,1
13798,2,0,1.0,0.0,1
13799,4,0,1.0,0.0,1
13800,2,0,1.0,0.0,1
13801,4,0,1.0,0.0,1
13802,4,0,1.0,0.0,1
13803,2,0,1.0,0.0,1
13804,4,0,1.0,0.0,1
13805,2,0,1.0,0.0,1
13806,4,0,1.0,0.0,1
13807,4,0,1.0,0.0,1
13808,2,0,1.0,0.0,1
13809,4,0,1.0,0.0,1
13810,2,0,1.0,0.0,1
13811,4,0,1.0,0.0,1
13812,4,0,1.0,0.0,1
13813,2,0,1.0,0.0,1
13814,4,0,1.0,0.0,1
13815,2,0,1.0,0.0,1
13817,1,0,1.0,0.0,1
13818,1,0,1.0,0.0,1
13819,2,0,1.0,0.0,1
13820,2,0,1.0,0.0,1
13821,2,0,1.0,0.0,1
13822,4,0,1.0,0.0,1
13823,2,0,1.0,0.0,1
13824,4,0,1.0,0.0,1
13825,4,0,1.0,0.0,1
13826,2,0,1.0,0.0,1
13827,3,1,0.75,0.25,1
13828,0,2,0.0,1.0,1
13829,0,3,0.0,1.0,1
13830,0,1,0.0,1.0,1
13831,1,0,1.0,0.0,1
13832,3,0,1.0,0.0,1
13850,1,0,1.0,0.0,1
13870,0,2,0.0,1.0,1
13888,2,0,1.0,0.0,1
13889,1,0,1.0,0.0,1
13890,1,0,1.0,0.0,1
13899,0,2,0.0,1.0,1
14018,2,0,1.0,0.0,1
14019,1,0,1.0,0.0,1
14020,2,0,1.0,0.0,1
14021,2,0,1.0,0.0,1
14022,1,0,1.0,0.0,1
14023,2,0,1.0,0.0,1
14024,1,0,1.0,0.0,1
14025,2,0,1.0,0.0,1
14026,2,0,1.0,0.0,1
14027,1,0,1.0,0.0,1
14028,2,0,1.0,0.0,1
14029,1,0,1.0,0.0,1
14030,2,0,1.0,0.0,1
14031,2,0,1.0,0.0,1
14032,1,0,1.0,0.0,1
14033,2,0,1.0,0.0,1
14034,1,0,1.0,0.0,1
14035,2,0,1.0,0.0,1
14036,2,0,1.0,0.0,1
14037,1,0,1.0,0.0,1
14038,2,0,1.0,0.0,1
14039,1,0,1.0,0.0,1
14040,2,0,1.0,0.0,1
14041,2,0,1.0,0.0,1
14042,1,0,1.0,0.0,1
14043,2,0,1.0,0.0,1
14046,2,0,1.0,0.0,1
14047,1,0,1.0,0.0,1
14048,2,0,1.0,0.0,1
14049,2,0,1.0,0.0,1
14050,1,0,1.0,0.0,1
14051,2,0,1.0,0.0,1
14052,1,0,1.0,0.0,1
14053,2,0,1.0,0.0,1
14054,2,0,1.0,0.0,1
14055,1,0,1.0,0.0,1
14056,1,0,1.0,0.0,1
14058,1,0,1.0,0.0,1
14079,2,0,1.0,0.0,1
14080,1,0,1.0,0.0,1
14097,0,1,0.0,1.0,1
14098,0,1,0.0,1.0,1
14099,0,2,0.0,1.0,1
14117,1,0,1.0,0.0,1
14118,1,0,1.0,0.0,1
14119,2,0,1.0,0.0,1
14120,2,0,1.0,0.0,1
14121,1,0,1.0,0.0,1
14127,0,1,0.0,1.0,1
14245,3,0,1.0,0.0,1
14246,2,0,1.0,0.0,1
14247,4,0,1.0,0.0,1
14248,2,0,1.0,0.0,1
14249,4,0,1.0,0.0,1
14250,4,0,1.0,0.0,1
14251,2,0,1.0,0.0,1
14252,4,0,1.0,0.0,1
14253,2,0,1.0,0.0,1
14254,4,0,1.0,0.0,1
14255,4,0,1.0,0.0,1
14256,2,0,1.0,0.0,1
14257,4,0,1.0,0.0,1
14258,1,1,0.5,0.5,1
14259,4,0,1.0,0.0,1
14260,4,0,1.0,0.0,1
14261,2,0,1.0,0.0,1
14262,4,0,1.0,0.0,1
14263,2,0,1.0,0.0,1
14264,4,0,1.0,0.0,1
14265,4,0,1.0,0.0,1
14266,2,0,1.0,0.0,1
14267,4,0,1.0,0.0,1
14268,2,0,1.0,0.0,1
14269,4,0,1.0,0.0,1
14270,4,0,1.0,0.0,1
14271,2,0,1.0,0.0,1
14272,4,0,1.0,0.0,1
14273,4,0,1.0,0.0,1
14274,2,0,1.0,0.0,1
14275,4,0,1.0,0.0,1
14276,0,2,0.0,1.0,1
14277,0,4,0.0,1.0,1
14278,3,1,0.75,0.25,1
14279,2,0,1.0,0.0,1
14280,4,0,1.0,0.0,1
14281,2,0,1.0,0.0,1
14282,4,0,1.0,0.0,1
14283,2,0,1.0,0.0,1
14287,3,0,1.0,0.0,1
14288,2,0,1.0,0.0,1
14308,4,0,1.0,0.0,1
14309,2,0,1.0,0.0,1
14310,2,0,1.0,0.0,1
14317,0,2,0.0,1.0,1
14318,0,1,0.0,1.0,1
14325,0,3,0.0,1.0,1
14326,0,4,0.0,1.0,1
14327,0,2,0.0,1.0,1
14328,0,4,0.0,1.0,1
14329,0,1,0.0,1.0,1
14347,1,0,1.0,0.0,1
14348,4,0,1.0,0.0,1
14349,4,0,1.0,0.0,1
14350,2,0,1.0,0.0,1
14351,1,3,0.25,0.75,1
14352,0,1,0.0,1.0,1
14353,0,1,0.0,1.0,1
14356,0,1,0.0,1.0,1
14357,0,1,0.0,1.0,1
14460,1,0,1.0,0.0,1
14471,2,0,1.0,0.0,1
14472,1,0,1.0,0.0,1
14473,4,0,1.0,0.0,1
14474,4,0,1.0,0.0,1
14475,2,0,1.0,0.0,1
14476,4,0,1.0,0.0,1
14477,2,0,1.0,0.0,1
14478,4,0,1.0,0.0,1
14479,4,0,1.0,0.0,1
14480,2,0,1.0,0.0,1
14481,4,0,1.0,0.0,1
14482,2,0,1.0,0.0,1
14483,4,0,1.0,0.0,1
14484,4,0,1.0,0.0,1
14485,1,1,0.5,0.5,1
14486,0,4,0.0,1.0,1
14487,0,2,0.0,1.0,1
14488,1,3,0.25,0.75,1
14489,4,0,1.0,0.0,1
14490,2,0,1.0,0.0,1
14491,4,0,1.0,0.0,1
14492,2,0,1.0,0.0,1
14493,4,0,1.0,0.0,1
14494,4,0,1.0,0.0,1
14495,2,0,1.0,0.0,1
14496,4,0,1.0,0.0,1
14497,2,0,1.0,0.0,1
14498,4,0,1.0,0.0,1
14499,4,0,1.0,0.0,1
14500,2,0,1.0,0.0,1
14501,4,0,1.0,0.0,1
14502,4,0,1.0,0.0,1
14503,2,0,1.0,0.0,1
14504,4,0,1.0,0.0,1
14505,2,0,1.0,0.0,1
14506,4,0,1.0,0.0,1
14507,4,0,1.0,0.0,1
14508,2,0,1.0,0.0,1
14509,4,0,1.0,0.0,1
14510,2,0,1.0,0.0,1
14511,4,0,1.0,0.0,1
14516,1,0,1.0,0.0,1
14529,1,1,0.5,0.5,1
14530,2,0,1.0,0.0,1
14531,1,0,1.0,0.0,1
14533,0,1,0.0,1.0,1
14537,1,0,1.0,0.0,1
14538,2,0,1.0,0.0,1
14539,3,0,1.0,0.0,1
14553,0,1,0.0,1.0,1
14554,0,1,0.0,1.0,1
14580,1,0,1.0,0.0,1
14581,1,0,1.0,0.0,1
14582,0,3,0.0,1.0,1
14592,1,0,1.0,0.0,1
14593,4,0,1.0,0.0,1
14594,2,0,1.0,0.0,1
14595,1,0,1.0,0.0,1
14688,1,0,1.0,0.0,1
14689,2,0,1.0,0.0,1
14700,2,0,1.0,0.0,1
14701,1,0,1.0,0.0,1
14702,2,0,1.0,0.0,1
14703,2,0,1.0,0.0,1
14704,1,0,1.0,0.0,1
14705,2,0,1.0,0.0,1
14706,1,0,1.0,0.0,1
14707,2,0,1.0,0.0,1
14708,2,0,1.0,0.0,1
14709,1,0,1.0,0.0,1
14710,2,0,1.0,0.0,1
14711,1,0,1.0,0.0,1
14712,2,0,1.0,0.0,1
14713,2,0,1.0,0.0,1
14714,1,0,1.0,0.0,1
14715,2,0,1.0,0.0,1
14716,0,1,0.0,1.0,1
14717,0,2,0.0,1.0,1
14718,2,0,1.0,0.0,1
14719,1,0,1.0,0.0,1
14720,2,0,1.0,0.0,1
14721,1,0,1.0,0.0,1
14722,2,0,1.0,0.0,1
14723,2,0,1.0,0.0,1
14724,1,0,1.0,0.0,1
14725,2,0,1.0,0.0,1
14726,1,0,1.0,0.0,1
14727,2,0,1.0,0.0,1
14728,2,0,1.0,0.0,1
14729,1,0,1.0,0.0,1
14730,2,0,1.0,0.0,1
14731,2,0,1.0,0.0,1
14732,1,0,1.0,0.0,1
14733,2,0,1.0,0.0,1
14734,1,0,1.0,0.0,1
14735,2,0,1.0,0.0,1
14736,2,0,1.0,0.0,1
14737,1,0,1.0,0.0,1
14738,2,0,1.0,0.0,1
14739,1,0,1.0,0.0,1
14740,2,0,1.0,0.0,1
14741,1,0,1.0,0.0,1
14745,1,0,1.0,0.0,1
14748,2,0,1.0,0.0,1
14758,1,0,1.0,0.0,1
14759,2,0,1.0,0.0,1
14760,1,0,1.0,0.0,1
14780,1,0,1.0,0.0,1
14817,1,0,1.0,0.0,1
14818,1,0,1.0,0.0,1
14819,1,0,1.0,0.0,1
14820,1,0,1.0,0.0,1
14821,1,0,1.0,0.0,1
14822,2,0,1.0,0.0,1
14823,1,0,1.0,0.0,1
14824,2,0,1.0,0.0,1
14825,2,0,1.0,0.0,1
14827,1,0,1.0,0.0,1
14915,1,0,1.0,0.0,1
14916,4,0,1.0,0.0,1
14917,2,0,1.0,0.0,1
14918,4,0,1.0,0.0,1
14919,2,1,0.666666667,0.333333333,1
14920,0,1,0.0,1.0,1
14921,0,1,0.0,1.0,1
14929,4,0,1.0,0.0,1
14930,2,0,1.0,0.0,1
14931,4,0,1.0,0.0,1
14932,4,0,1.0,0.0,1
14933,2,0,1.0,0.0,1
14934,4,0,1.0,0.0,1
14935,2,0,1.0,0.0,1
14936,4,0,1.0,0.0,1
14937,4,0,1.0,0.0,1
14938,2,0,1.0,0.0,1
14939,4,0,1.0,0.0,1
14940,2,0,1.0,0.0,1
14941,4,0,1.0,0.0,1
14942,4,0,1.0,0.0,1
14943,2,0,1.0,0.0,1
14944,4,0,1.0,0.0,1
14945,2,0,1.0,0.0,1
14946,1,3,0.25,0.75,1
14947,3,1,0.75,0.25,1
14948,2,0,1.0,0.0,1
14949,4,0,1.0,0.0,1
14950,2,0,1.0,0.0,1
14951,4,0,1.0,0.0,1
14952,4,0,1.0,0.0,1
14953,2,0,1.0,0.0,1
14954,4,0,1.0,0.0,1
14955,2,0,1.0,0.0,1
14956,4,0,1.0,0.0,1
14957,4,0,1.0,0.0,1
14958,2,0,1.0,0.0,1
14959,4,0,1.0,0.0,1
14960,4,0,1.0,0.0,1
14961,2,0,1.0,0.0,1
14962,4,0,1.0,0.0,1
14963,2,0,1.0,0.0,1
14964,4,0,1.0,0.0,1
14965,4,0,1.0,0.0,1
14966,2,0,1.0,0.0,1
14967,4,0,1.0,0.0,1
14968,2,0,1.0,0.0,1
14969,3,0,1.0,0.0,1
14976,2,0,1.0,0.0,1
14977,4,0,1.0,0.0,1
