GRID_OID,ROCK,NON_ROCK,ROCK_S,NON_ROCK_S,TOTAL_S
6605,1,0,1.0,0.0,1
6606,1,0,1.0,0.0,1
6723,1,0,1.0,0.0,1
6827,2,0,1.0,0.0,1
6828,4,0,1.0,0.0,1
6829,2,0,1.0,0.0,1
6830,4,0,1.0,0.0,1
6831,2,0,1.0,0.0,1
6832,4,0,1.0,0.0,1
6833,4,0,1.0,0.0,1
6834,2,0,1.0,0.0,1
6835,1,0,1.0,0.0,1
6949,1,0,1.0,0.0,1
6950,4,0,1.0,0.0,1
6951,2,0,1.0,0.0,1
6952,2,0,1.0,0.0,1
7056,1,0,1.0,0.0,1
7057,3,0,1.0,0.0,1
7058,2,0,1.0,0.0,1
7059,4,0,1.0,0.0,1
7060,2,0,1.0,0.0,1
7061,4,0,1.0,0.0,1
7062,4,0,1.0,0.0,1
7063,2,0,1.0,0.0,1
7064,4,0,1.0,0.0,1
7065,1,0,1.0,0.0,1
7178,1,0,1.0,0.0,1
7179,2,0,1.0,0.0,1
7180,1,0,1.0,0.0,1
7181,2,0,1.0,0.0,1
7281,1,0,1.0,0.0,1
7282,2,0,1.0,0.0,1
7287,1,0,1.0,0.0,1
7288,2,0,1.0,0.0,1
7289,1,0,1.0,0.0,1
7290,2,0,1.0,0.0,1
7291,2,0,1.0,0.0,1
7292,1,0,1.0,0.0,1
7293,2,0,1.0,0.0,1
7294,1,0,1.0,0.0,1
7408,3,1,0.75,0.25,1
7409,2,0,1.0,0.0,1
7410,4,0,1.0,0.0,1
7411,1,0,1.0,0.0,1
7514,2,0,1.0,0.0,1
7516,1,0,1.0,0.0,1
7517,4,0,1.0,0.0,1
7518,2,0,1.0,0.0,1
7519,4,0,1.0,0.0,1
7520,4,0,1.0,0.0,1
7521,2,0,1.0,0.0,1
7522,4,0,1.0,0.0,1
7523,2,0,1.0,0.0,1
7524,2,0,1.0,0.0,1
7636,0,1,0.0,1.0,1
7637,0,2,0.0,1.0,1
7638,0,1,0.0,1.0,1
7746,1,0,1.0,0.0,1
7747,1,0,1.0,0.0,1
7748,2,0,1.0,0.0,1
7749,2,0,1.0,0.0,1
7750,1,0,1.0,0.0,1
7751,2,0,1.0,0.0,1
7752,1,0,1.0,0.0,1
7753,2,0,1.0,0.0,1
7865,0,1,0.0,1.0,1
7866,0,3,0.0,1.0,1
7920,1,0,1.0,0.0,1
7921,1,0,1.0,0.0,1
7922,1,0,1.0,0.0,1
7928,0,1,0.0,1.0,1
7929,0,2,0.0,1.0,1
7930,0,1,0.0,1.0,1
7949,1,0,1.0,0.0,1
7977,2,0,1.0,0.0,1
7978,4,0,1.0,0.0,1
7979,2,0,1.0,0.0,1
7980,4,0,1.0,0.0,1
7981,2,0,1.0,0.0,1
7982,4,0,1.0,0.0,1
7983,2,0,1.0,0.0,1
8150,2,0,1.0,0.0,1
8151,2,0,1.0,0.0,1
8158,0,1,0.0,1.0,1
8192,1,0,1.0,0.0,1
8193,1,0,1.0,0.0,1
8194,2,0,1.0,0.0,1
8209,2,0,1.0,0.0,1
8210,2,0,1.0,0.0,1
8211,4,0,1.0,0.0,1
8212,3,0,1.0,0.0,1
8313,1,0,1.0,0.0,1
8314,1,0,1.0,0.0,1
8327,1,0,1.0,0.0,1
8328,2,0,1.0,0.0,1
8329,2,0,1.0,0.0,1
8377,1,0,1.0,0.0,1
8379,1,0,1.0,0.0,1
8421,1,0,1.0,0.0,1
8422,2,0,1.0,0.0,1
8540,3,0,1.0,0.0,1
8541,2,0,1.0,0.0,1
8542,4,0,1.0,0.0,1
8543,1,0,1.0,0.0,1
