MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|GR
01/05/2023 01:00:00 - 01/05/2023 02:00:00,129.08,EUR,
01/05/2023 02:00:00 - 01/05/2023 03:00:00,128.82,EUR,
01/05/2023 03:00:00 - 01/05/2023 04:00:00,129.8,EUR,
01/05/2023 04:00:00 - 01/05/2023 05:00:00,129.89,EUR,
01/05/2023 05:00:00 - 01/05/2023 06:00:00,129.19,EUR,
01/05/2023 06:00:00 - 01/05/2023 07:00:00,110.06,EUR,
01/05/2023 07:00:00 - 01/05/2023 08:00:00,110.06,EUR,
01/05/2023 08:00:00 - 01/05/2023 09:00:00,114.8,EUR,
01/05/2023 09:00:00 - 01/05/2023 10:00:00,123.31,EUR,
01/05/2023 10:00:00 - 01/05/2023 11:00:00,121.8,EUR,
01/05/2023 11:00:00 - 01/05/2023 12:00:00,121.61,EUR,
01/05/2023 12:00:00 - 01/05/2023 13:00:00,114.11,EUR,
01/05/2023 13:00:00 - 01/05/2023 14:00:00,105.46,EUR,
01/05/2023 14:00:00 - 01/05/2023 15:00:00,89.0,EUR,
01/05/2023 15:00:00 - 01/05/2023 16:00:00,88.79,EUR,
01/05/2023 16:00:00 - 01/05/2023 17:00:00,105.5,EUR,
01/05/2023 17:00:00 - 01/05/2023 18:00:00,109.5,EUR,
01/05/2023 18:00:00 - 01/05/2023 19:00:00,113.4,EUR,
01/05/2023 19:00:00 - 01/05/2023 20:00:00,122.0,EUR,
01/05/2023 20:00:00 - 01/05/2023 21:00:00,126.83,EUR,
01/05/2023 21:00:00 - 01/05/2023 22:00:00,127.76,EUR,
01/05/2023 22:00:00 - 01/05/2023 23:00:00,123.31,EUR,
01/05/2023 23:00:00 - 02/05/2023 00:00:00,114.45,EUR,
02/05/2023 00:00:00 - 02/05/2023 01:00:00,102.0,EUR,
02/05/2023 01:00:00 - 02/05/2023 02:00:00,96.5,EUR,
02/05/2023 02:00:00 - 02/05/2023 03:00:00,90.0,EUR,
02/05/2023 03:00:00 - 02/05/2023 04:00:00,86.2,EUR,
02/05/2023 04:00:00 - 02/05/2023 05:00:00,88.98,EUR,
02/05/2023 05:00:00 - 02/05/2023 06:00:00,100.2,EUR,
02/05/2023 06:00:00 - 02/05/2023 07:00:00,122.14,EUR,
02/05/2023 07:00:00 - 02/05/2023 08:00:00,128.99,EUR,
02/05/2023 08:00:00 - 02/05/2023 09:00:00,156.91,EUR,
02/05/2023 09:00:00 - 02/05/2023 10:00:00,132.08,EUR,
02/05/2023 10:00:00 - 02/05/2023 11:00:00,116.58,EUR,
02/05/2023 11:00:00 - 02/05/2023 12:00:00,108.96,EUR,
02/05/2023 12:00:00 - 02/05/2023 13:00:00,98.46,EUR,
02/05/2023 13:00:00 - 02/05/2023 14:00:00,92.76,EUR,
02/05/2023 14:00:00 - 02/05/2023 15:00:00,101.3,EUR,
02/05/2023 15:00:00 - 02/05/2023 16:00:00,124.45,EUR,
02/05/2023 16:00:00 - 02/05/2023 17:00:00,128.62,EUR,
02/05/2023 17:00:00 - 02/05/2023 18:00:00,131.31,EUR,
02/05/2023 18:00:00 - 02/05/2023 19:00:00,126.62,EUR,
02/05/2023 19:00:00 - 02/05/2023 20:00:00,130.0,EUR,
02/05/2023 20:00:00 - 02/05/2023 21:00:00,142.86,EUR,
02/05/2023 21:00:00 - 02/05/2023 22:00:00,133.69,EUR,
02/05/2023 22:00:00 - 02/05/2023 23:00:00,124.02,EUR,
02/05/2023 23:00:00 - 03/05/2023 00:00:00,121.0,EUR,
03/05/2023 00:00:00 - 03/05/2023 01:00:00,115.83,EUR,
03/05/2023 01:00:00 - 03/05/2023 02:00:00,107.5,EUR,
03/05/2023 02:00:00 - 03/05/2023 03:00:00,100.97,EUR,
03/05/2023 03:00:00 - 03/05/2023 04:00:00,99.5,EUR,
03/05/2023 04:00:00 - 03/05/2023 05:00:00,99.99,EUR,
03/05/2023 05:00:00 - 03/05/2023 06:00:00,128.82,EUR,
03/05/2023 06:00:00 - 03/05/2023 07:00:00,131.0,EUR,
03/05/2023 07:00:00 - 03/05/2023 08:00:00,132.95,EUR,
03/05/2023 08:00:00 - 03/05/2023 09:00:00,151.84,EUR,
03/05/2023 09:00:00 - 03/05/2023 10:00:00,141.73,EUR,
03/05/2023 10:00:00 - 03/05/2023 11:00:00,126.13,EUR,
03/05/2023 11:00:00 - 03/05/2023 12:00:00,123.5,EUR,
03/05/2023 12:00:00 - 03/05/2023 13:00:00,106.69,EUR,
03/05/2023 13:00:00 - 03/05/2023 14:00:00,99.3,EUR,
03/05/2023 14:00:00 - 03/05/2023 15:00:00,119.78,EUR,
03/05/2023 15:00:00 - 03/05/2023 16:00:00,122.08,EUR,
03/05/2023 16:00:00 - 03/05/2023 17:00:00,123.42,EUR,
03/05/2023 17:00:00 - 03/05/2023 18:00:00,125.3,EUR,
03/05/2023 18:00:00 - 03/05/2023 19:00:00,131.54,EUR,
03/05/2023 19:00:00 - 03/05/2023 20:00:00,154.96,EUR,
03/05/2023 20:00:00 - 03/05/2023 21:00:00,169.74,EUR,
03/05/2023 21:00:00 - 03/05/2023 22:00:00,150.36,EUR,
03/05/2023 22:00:00 - 03/05/2023 23:00:00,127.96,EUR,
03/05/2023 23:00:00 - 04/05/2023 00:00:00,128.9,EUR,
04/05/2023 00:00:00 - 04/05/2023 01:00:00,120.58,EUR,
04/05/2023 01:00:00 - 04/05/2023 02:00:00,114.0,EUR,
04/05/2023 02:00:00 - 04/05/2023 03:00:00,105.5,EUR,
04/05/2023 03:00:00 - 04/05/2023 04:00:00,104.29,EUR,
04/05/2023 04:00:00 - 04/05/2023 05:00:00,120.56,EUR,
04/05/2023 05:00:00 - 04/05/2023 06:00:00,129.73,EUR,
04/05/2023 06:00:00 - 04/05/2023 07:00:00,128.95,EUR,
04/05/2023 07:00:00 - 04/05/2023 08:00:00,136.87,EUR,
04/05/2023 08:00:00 - 04/05/2023 09:00:00,130.44,EUR,
04/05/2023 09:00:00 - 04/05/2023 10:00:00,117.18,EUR,
04/05/2023 10:00:00 - 04/05/2023 11:00:00,94.6,EUR,
04/05/2023 11:00:00 - 04/05/2023 12:00:00,130.38,EUR,
04/05/2023 12:00:00 - 04/05/2023 13:00:00,129.31,EUR,
04/05/2023 13:00:00 - 04/05/2023 14:00:00,128.06,EUR,
04/05/2023 14:00:00 - 04/05/2023 15:00:00,96.89,EUR,
04/05/2023 15:00:00 - 04/05/2023 16:00:00,127.57,EUR,
04/05/2023 16:00:00 - 04/05/2023 17:00:00,121.01,EUR,
04/05/2023 17:00:00 - 04/05/2023 18:00:00,119.88,EUR,
04/05/2023 18:00:00 - 04/05/2023 19:00:00,125.1,EUR,
04/05/2023 19:00:00 - 04/05/2023 20:00:00,165.0,EUR,
04/05/2023 20:00:00 - 04/05/2023 21:00:00,180.0,EUR,
04/05/2023 21:00:00 - 04/05/2023 22:00:00,164.99,EUR,
04/05/2023 22:00:00 - 04/05/2023 23:00:00,124.89,EUR,
04/05/2023 23:00:00 - 05/05/2023 00:00:00,120.66,EUR,
05/05/2023 00:00:00 - 05/05/2023 01:00:00,117.51,EUR,
05/05/2023 01:00:00 - 05/05/2023 02:00:00,112.22,EUR,
05/05/2023 02:00:00 - 05/05/2023 03:00:00,106.08,EUR,
05/05/2023 03:00:00 - 05/05/2023 04:00:00,105.5,EUR,
05/05/2023 04:00:00 - 05/05/2023 05:00:00,105.5,EUR,
05/05/2023 05:00:00 - 05/05/2023 06:00:00,113.42,EUR,
05/05/2023 06:00:00 - 05/05/2023 07:00:00,122.92,EUR,
05/05/2023 07:00:00 - 05/05/2023 08:00:00,136.0,EUR,
05/05/2023 08:00:00 - 05/05/2023 09:00:00,120.15,EUR,
05/05/2023 09:00:00 - 05/05/2023 10:00:00,116.66,EUR,
05/05/2023 10:00:00 - 05/05/2023 11:00:00,95.01,EUR,
05/05/2023 11:00:00 - 05/05/2023 12:00:00,83.34,EUR,
05/05/2023 12:00:00 - 05/05/2023 13:00:00,80.0,EUR,
05/05/2023 13:00:00 - 05/05/2023 14:00:00,73.0,EUR,
05/05/2023 14:00:00 - 05/05/2023 15:00:00,78.9,EUR,
05/05/2023 15:00:00 - 05/05/2023 16:00:00,81.08,EUR,
05/05/2023 16:00:00 - 05/05/2023 17:00:00,91.16,EUR,
05/05/2023 17:00:00 - 05/05/2023 18:00:00,99.74,EUR,
05/05/2023 18:00:00 - 05/05/2023 19:00:00,112.8,EUR,
05/05/2023 19:00:00 - 05/05/2023 20:00:00,120.54,EUR,
05/05/2023 20:00:00 - 05/05/2023 21:00:00,143.3,EUR,
05/05/2023 21:00:00 - 05/05/2023 22:00:00,126.31,EUR,
05/05/2023 22:00:00 - 05/05/2023 23:00:00,115.56,EUR,
05/05/2023 23:00:00 - 06/05/2023 00:00:00,88.61,EUR,
06/05/2023 00:00:00 - 06/05/2023 01:00:00,119.42,EUR,
06/05/2023 01:00:00 - 06/05/2023 02:00:00,115.18,EUR,
06/05/2023 02:00:00 - 06/05/2023 03:00:00,95.71,EUR,
06/05/2023 03:00:00 - 06/05/2023 04:00:00,91.7,EUR,
06/05/2023 04:00:00 - 06/05/2023 05:00:00,89.93,EUR,
06/05/2023 05:00:00 - 06/05/2023 06:00:00,91.7,EUR,
06/05/2023 06:00:00 - 06/05/2023 07:00:00,97.2,EUR,
06/05/2023 07:00:00 - 06/05/2023 08:00:00,99.02,EUR,
06/05/2023 08:00:00 - 06/05/2023 09:00:00,95.13,EUR,
06/05/2023 09:00:00 - 06/05/2023 10:00:00,93.28,EUR,
06/05/2023 10:00:00 - 06/05/2023 11:00:00,82.53,EUR,
06/05/2023 11:00:00 - 06/05/2023 12:00:00,74.42,EUR,
06/05/2023 12:00:00 - 06/05/2023 13:00:00,71.15,EUR,
06/05/2023 13:00:00 - 06/05/2023 14:00:00,55.76,EUR,
06/05/2023 14:00:00 - 06/05/2023 15:00:00,50.0,EUR,
06/05/2023 15:00:00 - 06/05/2023 16:00:00,63.16,EUR,
06/05/2023 16:00:00 - 06/05/2023 17:00:00,74.64,EUR,
06/05/2023 17:00:00 - 06/05/2023 18:00:00,104.59,EUR,
06/05/2023 18:00:00 - 06/05/2023 19:00:00,115.86,EUR,
06/05/2023 19:00:00 - 06/05/2023 20:00:00,143.51,EUR,
06/05/2023 20:00:00 - 06/05/2023 21:00:00,150.0,EUR,
06/05/2023 21:00:00 - 06/05/2023 22:00:00,125.34,EUR,
06/05/2023 22:00:00 - 06/05/2023 23:00:00,118.24,EUR,
06/05/2023 23:00:00 - 07/05/2023 00:00:00,115.18,EUR,
07/05/2023 00:00:00 - 07/05/2023 01:00:00,110.0,EUR,
07/05/2023 01:00:00 - 07/05/2023 02:00:00,106.77,EUR,
07/05/2023 02:00:00 - 07/05/2023 03:00:00,100.43,EUR,
07/05/2023 03:00:00 - 07/05/2023 04:00:00,94.99,EUR,
07/05/2023 04:00:00 - 07/05/2023 05:00:00,95.0,EUR,
07/05/2023 05:00:00 - 07/05/2023 06:00:00,95.06,EUR,
07/05/2023 06:00:00 - 07/05/2023 07:00:00,83.14,EUR,
07/05/2023 07:00:00 - 07/05/2023 08:00:00,82.01,EUR,
07/05/2023 08:00:00 - 07/05/2023 09:00:00,76.11,EUR,
07/05/2023 09:00:00 - 07/05/2023 10:00:00,41.32,EUR,
07/05/2023 10:00:00 - 07/05/2023 11:00:00,41.86,EUR,
07/05/2023 11:00:00 - 07/05/2023 12:00:00,11.26,EUR,
07/05/2023 12:00:00 - 07/05/2023 13:00:00,15.48,EUR,
07/05/2023 13:00:00 - 07/05/2023 14:00:00,11.65,EUR,
07/05/2023 14:00:00 - 07/05/2023 15:00:00,6.41,EUR,
07/05/2023 15:00:00 - 07/05/2023 16:00:00,17.9,EUR,
07/05/2023 16:00:00 - 07/05/2023 17:00:00,57.6,EUR,
07/05/2023 17:00:00 - 07/05/2023 18:00:00,86.83,EUR,
07/05/2023 18:00:00 - 07/05/2023 19:00:00,103.52,EUR,
07/05/2023 19:00:00 - 07/05/2023 20:00:00,125.0,EUR,
07/05/2023 20:00:00 - 07/05/2023 21:00:00,193.13,EUR,
07/05/2023 21:00:00 - 07/05/2023 22:00:00,139.38,EUR,
07/05/2023 22:00:00 - 07/05/2023 23:00:00,125.23,EUR,
07/05/2023 23:00:00 - 08/05/2023 00:00:00,124.01,EUR,
08/05/2023 00:00:00 - 08/05/2023 01:00:00,131.16,EUR,
08/05/2023 01:00:00 - 08/05/2023 02:00:00,126.93,EUR,
08/05/2023 02:00:00 - 08/05/2023 03:00:00,121.83,EUR,
08/05/2023 03:00:00 - 08/05/2023 04:00:00,121.01,EUR,
08/05/2023 04:00:00 - 08/05/2023 05:00:00,130.19,EUR,
08/05/2023 05:00:00 - 08/05/2023 06:00:00,180.07,EUR,
08/05/2023 06:00:00 - 08/05/2023 07:00:00,195.07,EUR,
08/05/2023 07:00:00 - 08/05/2023 08:00:00,129.32,EUR,
08/05/2023 08:00:00 - 08/05/2023 09:00:00,160.0,EUR,
08/05/2023 09:00:00 - 08/05/2023 10:00:00,133.45,EUR,
08/05/2023 10:00:00 - 08/05/2023 11:00:00,131.51,EUR,
08/05/2023 11:00:00 - 08/05/2023 12:00:00,130.49,EUR,
08/05/2023 12:00:00 - 08/05/2023 13:00:00,122.16,EUR,
08/05/2023 13:00:00 - 08/05/2023 14:00:00,122.15,EUR,
08/05/2023 14:00:00 - 08/05/2023 15:00:00,129.9,EUR,
08/05/2023 15:00:00 - 08/05/2023 16:00:00,126.0,EUR,
08/05/2023 16:00:00 - 08/05/2023 17:00:00,126.0,EUR,
08/05/2023 17:00:00 - 08/05/2023 18:00:00,129.88,EUR,
08/05/2023 18:00:00 - 08/05/2023 19:00:00,152.58,EUR,
08/05/2023 19:00:00 - 08/05/2023 20:00:00,185.07,EUR,
08/05/2023 20:00:00 - 08/05/2023 21:00:00,186.44,EUR,
08/05/2023 21:00:00 - 08/05/2023 22:00:00,166.41,EUR,
08/05/2023 22:00:00 - 08/05/2023 23:00:00,185.07,EUR,
08/05/2023 23:00:00 - 09/05/2023 00:00:00,190.07,EUR,
09/05/2023 00:00:00 - 09/05/2023 01:00:00,134.0,EUR,
09/05/2023 01:00:00 - 09/05/2023 02:00:00,134.74,EUR,
09/05/2023 02:00:00 - 09/05/2023 03:00:00,133.22,EUR,
09/05/2023 03:00:00 - 09/05/2023 04:00:00,132.16,EUR,
09/05/2023 04:00:00 - 09/05/2023 05:00:00,132.22,EUR,
09/05/2023 05:00:00 - 09/05/2023 06:00:00,131.03,EUR,
09/05/2023 06:00:00 - 09/05/2023 07:00:00,130.19,EUR,
09/05/2023 07:00:00 - 09/05/2023 08:00:00,147.3,EUR,
09/05/2023 08:00:00 - 09/05/2023 09:00:00,159.0,EUR,
09/05/2023 09:00:00 - 09/05/2023 10:00:00,166.41,EUR,
09/05/2023 10:00:00 - 09/05/2023 11:00:00,136.77,EUR,
09/05/2023 11:00:00 - 09/05/2023 12:00:00,133.97,EUR,
09/05/2023 12:00:00 - 09/05/2023 13:00:00,132.14,EUR,
09/05/2023 13:00:00 - 09/05/2023 14:00:00,116.09,EUR,
09/05/2023 14:00:00 - 09/05/2023 15:00:00,118.7,EUR,
09/05/2023 15:00:00 - 09/05/2023 16:00:00,120.37,EUR,
09/05/2023 16:00:00 - 09/05/2023 17:00:00,123.08,EUR,
09/05/2023 17:00:00 - 09/05/2023 18:00:00,123.42,EUR,
09/05/2023 18:00:00 - 09/05/2023 19:00:00,136.77,EUR,
09/05/2023 19:00:00 - 09/05/2023 20:00:00,166.41,EUR,
09/05/2023 20:00:00 - 09/05/2023 21:00:00,192.89,EUR,
09/05/2023 21:00:00 - 09/05/2023 22:00:00,166.41,EUR,
09/05/2023 22:00:00 - 09/05/2023 23:00:00,136.77,EUR,
09/05/2023 23:00:00 - 10/05/2023 00:00:00,125.12,EUR,
10/05/2023 00:00:00 - 10/05/2023 01:00:00,116.0,EUR,
10/05/2023 01:00:00 - 10/05/2023 02:00:00,100.3,EUR,
10/05/2023 02:00:00 - 10/05/2023 03:00:00,100.3,EUR,
10/05/2023 03:00:00 - 10/05/2023 04:00:00,97.63,EUR,
10/05/2023 04:00:00 - 10/05/2023 05:00:00,99.61,EUR,
10/05/2023 05:00:00 - 10/05/2023 06:00:00,99.7,EUR,
10/05/2023 06:00:00 - 10/05/2023 07:00:00,116.8,EUR,
10/05/2023 07:00:00 - 10/05/2023 08:00:00,134.99,EUR,
10/05/2023 08:00:00 - 10/05/2023 09:00:00,144.2,EUR,
10/05/2023 09:00:00 - 10/05/2023 10:00:00,170.0,EUR,
10/05/2023 10:00:00 - 10/05/2023 11:00:00,139.71,EUR,
10/05/2023 11:00:00 - 10/05/2023 12:00:00,134.49,EUR,
10/05/2023 12:00:00 - 10/05/2023 13:00:00,121.39,EUR,
10/05/2023 13:00:00 - 10/05/2023 14:00:00,120.44,EUR,
10/05/2023 14:00:00 - 10/05/2023 15:00:00,122.95,EUR,
10/05/2023 15:00:00 - 10/05/2023 16:00:00,121.63,EUR,
10/05/2023 16:00:00 - 10/05/2023 17:00:00,120.48,EUR,
10/05/2023 17:00:00 - 10/05/2023 18:00:00,119.46,EUR,
10/05/2023 18:00:00 - 10/05/2023 19:00:00,121.63,EUR,
10/05/2023 19:00:00 - 10/05/2023 20:00:00,146.41,EUR,
10/05/2023 20:00:00 - 10/05/2023 21:00:00,164.73,EUR,
10/05/2023 21:00:00 - 10/05/2023 22:00:00,127.71,EUR,
10/05/2023 22:00:00 - 10/05/2023 23:00:00,118.1,EUR,
10/05/2023 23:00:00 - 11/05/2023 00:00:00,113.99,EUR,
11/05/2023 00:00:00 - 11/05/2023 01:00:00,112.69,EUR,
11/05/2023 01:00:00 - 11/05/2023 02:00:00,102.6,EUR,
11/05/2023 02:00:00 - 11/05/2023 03:00:00,96.9,EUR,
11/05/2023 03:00:00 - 11/05/2023 04:00:00,94.98,EUR,
11/05/2023 04:00:00 - 11/05/2023 05:00:00,94.73,EUR,
11/05/2023 05:00:00 - 11/05/2023 06:00:00,102.4,EUR,
11/05/2023 06:00:00 - 11/05/2023 07:00:00,117.57,EUR,
11/05/2023 07:00:00 - 11/05/2023 08:00:00,129.29,EUR,
11/05/2023 08:00:00 - 11/05/2023 09:00:00,121.06,EUR,
11/05/2023 09:00:00 - 11/05/2023 10:00:00,100.72,EUR,
11/05/2023 10:00:00 - 11/05/2023 11:00:00,106.33,EUR,
11/05/2023 11:00:00 - 11/05/2023 12:00:00,95.42,EUR,
11/05/2023 12:00:00 - 11/05/2023 13:00:00,95.15,EUR,
11/05/2023 13:00:00 - 11/05/2023 14:00:00,90.0,EUR,
11/05/2023 14:00:00 - 11/05/2023 15:00:00,98.32,EUR,
11/05/2023 15:00:00 - 11/05/2023 16:00:00,101.0,EUR,
11/05/2023 16:00:00 - 11/05/2023 17:00:00,114.66,EUR,
11/05/2023 17:00:00 - 11/05/2023 18:00:00,115.63,EUR,
11/05/2023 18:00:00 - 11/05/2023 19:00:00,123.2,EUR,
11/05/2023 19:00:00 - 11/05/2023 20:00:00,154.47,EUR,
11/05/2023 20:00:00 - 11/05/2023 21:00:00,170.0,EUR,
11/05/2023 21:00:00 - 11/05/2023 22:00:00,149.01,EUR,
11/05/2023 22:00:00 - 11/05/2023 23:00:00,120.0,EUR,
11/05/2023 23:00:00 - 12/05/2023 00:00:00,117.2,EUR,
12/05/2023 00:00:00 - 12/05/2023 01:00:00,98.53,EUR,
12/05/2023 01:00:00 - 12/05/2023 02:00:00,90.55,EUR,
12/05/2023 02:00:00 - 12/05/2023 03:00:00,90.01,EUR,
12/05/2023 03:00:00 - 12/05/2023 04:00:00,90.0,EUR,
12/05/2023 04:00:00 - 12/05/2023 05:00:00,90.78,EUR,
12/05/2023 05:00:00 - 12/05/2023 06:00:00,110.42,EUR,
12/05/2023 06:00:00 - 12/05/2023 07:00:00,113.5,EUR,
12/05/2023 07:00:00 - 12/05/2023 08:00:00,131.36,EUR,
12/05/2023 08:00:00 - 12/05/2023 09:00:00,123.85,EUR,
12/05/2023 09:00:00 - 12/05/2023 10:00:00,112.34,EUR,
12/05/2023 10:00:00 - 12/05/2023 11:00:00,115.37,EUR,
12/05/2023 11:00:00 - 12/05/2023 12:00:00,111.0,EUR,
12/05/2023 12:00:00 - 12/05/2023 13:00:00,98.5,EUR,
12/05/2023 13:00:00 - 12/05/2023 14:00:00,90.38,EUR,
12/05/2023 14:00:00 - 12/05/2023 15:00:00,94.0,EUR,
12/05/2023 15:00:00 - 12/05/2023 16:00:00,100.3,EUR,
12/05/2023 16:00:00 - 12/05/2023 17:00:00,110.0,EUR,
12/05/2023 17:00:00 - 12/05/2023 18:00:00,112.0,EUR,
12/05/2023 18:00:00 - 12/05/2023 19:00:00,120.0,EUR,
12/05/2023 19:00:00 - 12/05/2023 20:00:00,146.0,EUR,
12/05/2023 20:00:00 - 12/05/2023 21:00:00,170.0,EUR,
12/05/2023 21:00:00 - 12/05/2023 22:00:00,156.94,EUR,
12/05/2023 22:00:00 - 12/05/2023 23:00:00,121.0,EUR,
12/05/2023 23:00:00 - 13/05/2023 00:00:00,116.11,EUR,
13/05/2023 00:00:00 - 13/05/2023 01:00:00,126.8,EUR,
13/05/2023 01:00:00 - 13/05/2023 02:00:00,113.0,EUR,
13/05/2023 02:00:00 - 13/05/2023 03:00:00,111.3,EUR,
13/05/2023 03:00:00 - 13/05/2023 04:00:00,111.3,EUR,
13/05/2023 04:00:00 - 13/05/2023 05:00:00,112.44,EUR,
13/05/2023 05:00:00 - 13/05/2023 06:00:00,113.0,EUR,
13/05/2023 06:00:00 - 13/05/2023 07:00:00,128.3,EUR,
13/05/2023 07:00:00 - 13/05/2023 08:00:00,130.0,EUR,
13/05/2023 08:00:00 - 13/05/2023 09:00:00,133.0,EUR,
13/05/2023 09:00:00 - 13/05/2023 10:00:00,128.88,EUR,
13/05/2023 10:00:00 - 13/05/2023 11:00:00,110.36,EUR,
13/05/2023 11:00:00 - 13/05/2023 12:00:00,107.52,EUR,
13/05/2023 12:00:00 - 13/05/2023 13:00:00,90.0,EUR,
13/05/2023 13:00:00 - 13/05/2023 14:00:00,86.0,EUR,
13/05/2023 14:00:00 - 13/05/2023 15:00:00,80.27,EUR,
13/05/2023 15:00:00 - 13/05/2023 16:00:00,90.0,EUR,
13/05/2023 16:00:00 - 13/05/2023 17:00:00,127.59,EUR,
13/05/2023 17:00:00 - 13/05/2023 18:00:00,121.96,EUR,
13/05/2023 18:00:00 - 13/05/2023 19:00:00,128.08,EUR,
13/05/2023 19:00:00 - 13/05/2023 20:00:00,141.01,EUR,
13/05/2023 20:00:00 - 13/05/2023 21:00:00,159.0,EUR,
13/05/2023 21:00:00 - 13/05/2023 22:00:00,148.04,EUR,
13/05/2023 22:00:00 - 13/05/2023 23:00:00,128.02,EUR,
13/05/2023 23:00:00 - 14/05/2023 00:00:00,110.73,EUR,
14/05/2023 00:00:00 - 14/05/2023 01:00:00,109.94,EUR,
14/05/2023 01:00:00 - 14/05/2023 02:00:00,107.93,EUR,
14/05/2023 02:00:00 - 14/05/2023 03:00:00,108.02,EUR,
14/05/2023 03:00:00 - 14/05/2023 04:00:00,108.52,EUR,
14/05/2023 04:00:00 - 14/05/2023 05:00:00,112.5,EUR,
14/05/2023 05:00:00 - 14/05/2023 06:00:00,106.76,EUR,
14/05/2023 06:00:00 - 14/05/2023 07:00:00,93.0,EUR,
14/05/2023 07:00:00 - 14/05/2023 08:00:00,98.43,EUR,
14/05/2023 08:00:00 - 14/05/2023 09:00:00,100.0,EUR,
14/05/2023 09:00:00 - 14/05/2023 10:00:00,124.04,EUR,
14/05/2023 10:00:00 - 14/05/2023 11:00:00,126.48,EUR,
14/05/2023 11:00:00 - 14/05/2023 12:00:00,124.28,EUR,
14/05/2023 12:00:00 - 14/05/2023 13:00:00,76.01,EUR,
14/05/2023 13:00:00 - 14/05/2023 14:00:00,62.5,EUR,
14/05/2023 14:00:00 - 14/05/2023 15:00:00,69.0,EUR,
14/05/2023 15:00:00 - 14/05/2023 16:00:00,69.0,EUR,
14/05/2023 16:00:00 - 14/05/2023 17:00:00,126.08,EUR,
14/05/2023 17:00:00 - 14/05/2023 18:00:00,109.99,EUR,
14/05/2023 18:00:00 - 14/05/2023 19:00:00,108.83,EUR,
14/05/2023 19:00:00 - 14/05/2023 20:00:00,114.09,EUR,
14/05/2023 20:00:00 - 14/05/2023 21:00:00,142.68,EUR,
14/05/2023 21:00:00 - 14/05/2023 22:00:00,131.05,EUR,
14/05/2023 22:00:00 - 14/05/2023 23:00:00,117.22,EUR,
14/05/2023 23:00:00 - 15/05/2023 00:00:00,106.74,EUR,
15/05/2023 00:00:00 - 15/05/2023 01:00:00,113.46,EUR,
15/05/2023 01:00:00 - 15/05/2023 02:00:00,102.42,EUR,
15/05/2023 02:00:00 - 15/05/2023 03:00:00,101.42,EUR,
15/05/2023 03:00:00 - 15/05/2023 04:00:00,102.94,EUR,
15/05/2023 04:00:00 - 15/05/2023 05:00:00,108.7,EUR,
15/05/2023 05:00:00 - 15/05/2023 06:00:00,123.34,EUR,
15/05/2023 06:00:00 - 15/05/2023 07:00:00,141.57,EUR,
15/05/2023 07:00:00 - 15/05/2023 08:00:00,167.81,EUR,
15/05/2023 08:00:00 - 15/05/2023 09:00:00,150.0,EUR,
15/05/2023 09:00:00 - 15/05/2023 10:00:00,132.02,EUR,
15/05/2023 10:00:00 - 15/05/2023 11:00:00,117.6,EUR,
15/05/2023 11:00:00 - 15/05/2023 12:00:00,109.61,EUR,
15/05/2023 12:00:00 - 15/05/2023 13:00:00,101.83,EUR,
15/05/2023 13:00:00 - 15/05/2023 14:00:00,97.25,EUR,
15/05/2023 14:00:00 - 15/05/2023 15:00:00,95.01,EUR,
15/05/2023 15:00:00 - 15/05/2023 16:00:00,98.12,EUR,
15/05/2023 16:00:00 - 15/05/2023 17:00:00,117.76,EUR,
15/05/2023 17:00:00 - 15/05/2023 18:00:00,139.47,EUR,
15/05/2023 18:00:00 - 15/05/2023 19:00:00,187.04,EUR,
15/05/2023 19:00:00 - 15/05/2023 20:00:00,139.84,EUR,
15/05/2023 20:00:00 - 15/05/2023 21:00:00,148.02,EUR,
15/05/2023 21:00:00 - 15/05/2023 22:00:00,135.35,EUR,
15/05/2023 22:00:00 - 15/05/2023 23:00:00,124.93,EUR,
15/05/2023 23:00:00 - 16/05/2023 00:00:00,106.4,EUR,
16/05/2023 00:00:00 - 16/05/2023 01:00:00,87.83,EUR,
16/05/2023 01:00:00 - 16/05/2023 02:00:00,77.58,EUR,
16/05/2023 02:00:00 - 16/05/2023 03:00:00,75.0,EUR,
16/05/2023 03:00:00 - 16/05/2023 04:00:00,79.83,EUR,
16/05/2023 04:00:00 - 16/05/2023 05:00:00,95.36,EUR,
16/05/2023 05:00:00 - 16/05/2023 06:00:00,98.1,EUR,
16/05/2023 06:00:00 - 16/05/2023 07:00:00,111.74,EUR,
16/05/2023 07:00:00 - 16/05/2023 08:00:00,124.4,EUR,
16/05/2023 08:00:00 - 16/05/2023 09:00:00,144.99,EUR,
16/05/2023 09:00:00 - 16/05/2023 10:00:00,130.0,EUR,
16/05/2023 10:00:00 - 16/05/2023 11:00:00,117.78,EUR,
16/05/2023 11:00:00 - 16/05/2023 12:00:00,129.4,EUR,
16/05/2023 12:00:00 - 16/05/2023 13:00:00,122.25,EUR,
16/05/2023 13:00:00 - 16/05/2023 14:00:00,108.75,EUR,
16/05/2023 14:00:00 - 16/05/2023 15:00:00,105.29,EUR,
16/05/2023 15:00:00 - 16/05/2023 16:00:00,107.44,EUR,
16/05/2023 16:00:00 - 16/05/2023 17:00:00,112.04,EUR,
16/05/2023 17:00:00 - 16/05/2023 18:00:00,131.84,EUR,
