MTU (CET/CEST),Area,Day-ahead Price (EUR/MWh)
15/01/2024 03:00:00 - 15/01/2024 04:00:00,BZN|IT-North,83.4
15/01/2024 04:00:00 - 15/01/2024 05:00:00,BZN|IT-North,83.4
15/01/2024 05:00:00 - 15/01/2024 06:00:00,BZN|IT-North,84.9
15/01/2024 06:00:00 - 15/01/2024 07:00:00,BZN|IT-North,102.52
15/01/2024 07:00:00 - 15/01/2024 08:00:00,BZN|IT-North,110.03
15/01/2024 08:00:00 - 15/01/2024 09:00:00,BZN|IT-North,122
15/01/2024 09:00:00 - 15/01/2024 10:00:00,BZN|IT-North,119.59
15/01/2024 10:00:00 - 15/01/2024 11:00:00,BZN|IT-North,106.21
15/01/2024 11:00:00 - 15/01/2024 12:00:00,BZN|IT-North,103.91
15/01/2024 12:00:00 - 15/01/2024 13:00:00,BZN|IT-North,96.02
15/01/2024 13:00:00 - 15/01/2024 14:00:00,BZN|IT-North,96.2
15/01/2024 14:00:00 - 15/01/2024 15:00:00,BZN|IT-North,99.7
15/01/2024 15:00:00 - 15/01/2024 16:00:00,BZN|IT-North,104.54
15/01/2024 16:00:00 - 15/01/2024 17:00:00,BZN|IT-North,110
15/01/2024 17:00:00 - 15/01/2024 18:00:00,BZN|IT-North,116.13
15/01/2024 18:00:00 - 15/01/2024 19:00:00,BZN|IT-North,115
15/01/2024 19:00:00 - 15/01/2024 20:00:00,BZN|IT-North,113.9
15/01/2024 20:00:00 - 15/01/2024 21:00:00,BZN|IT-North,107.58
15/01/2024 21:00:00 - 15/01/2024 22:00:00,BZN|IT-North,104.31
15/01/2024 22:00:00 - 15/01/2024 23:00:00,BZN|IT-North,101.68
15/01/2024 23:00:00 - 16/01/2024 00:00:00,BZN|IT-North,91.39
16/01/2024 00:00:00 - 16/01/2024 01:00:00,BZN|IT-North,86.59
16/01/2024 01:00:00 - 16/01/2024 02:00:00,BZN|IT-North,83.34
16/01/2024 02:00:00 - 16/01/2024 03:00:00,BZN|IT-North,84.1
16/01/2024 03:00:00 - 16/01/2024 04:00:00,BZN|IT-North,84.7
16/01/2024 04:00:00 - 16/01/2024 05:00:00,BZN|IT-North,84.7
16/01/2024 05:00:00 - 16/01/2024 06:00:00,BZN|IT-North,90
16/01/2024 06:00:00 - 16/01/2024 07:00:00,BZN|IT-North,103.77
16/01/2024 07:00:00 - 16/01/2024 08:00:00,BZN|IT-North,117
16/01/2024 08:00:00 - 16/01/2024 09:00:00,BZN|IT-North,144.11
16/01/2024 09:00:00 - 16/01/2024 10:00:00,BZN|IT-North,138.6
16/01/2024 10:00:00 - 16/01/2024 11:00:00,BZN|IT-North,122
16/01/2024 11:00:00 - 16/01/2024 12:00:00,BZN|IT-North,110
16/01/2024 12:00:00 - 16/01/2024 13:00:00,BZN|IT-North,102.62
16/01/2024 13:00:00 - 16/01/2024 14:00:00,BZN|IT-North,102.71
16/01/2024 14:00:00 - 16/01/2024 15:00:00,BZN|IT-North,105.3
16/01/2024 15:00:00 - 16/01/2024 16:00:00,BZN|IT-North,111.85
16/01/2024 16:00:00 - 16/01/2024 17:00:00,BZN|IT-North,122.05
16/01/2024 17:00:00 - 16/01/2024 18:00:00,BZN|IT-North,133
16/01/2024 18:00:00 - 16/01/2024 19:00:00,BZN|IT-North,129.98
16/01/2024 19:00:00 - 16/01/2024 20:00:00,BZN|IT-North,121.05
16/01/2024 20:00:00 - 16/01/2024 21:00:00,BZN|IT-North,110
16/01/2024 21:00:00 - 16/01/2024 22:00:00,BZN|IT-North,105
16/01/2024 22:00:00 - 16/01/2024 23:00:00,BZN|IT-North,100.61
16/01/2024 23:00:00 - 17/01/2024 00:00:00,BZN|IT-North,97.9
17/01/2024 00:00:00 - 17/01/2024 01:00:00,BZN|IT-North,86.75
17/01/2024 01:00:00 - 17/01/2024 02:00:00,BZN|IT-North,85.5
17/01/2024 02:00:00 - 17/01/2024 03:00:00,BZN|IT-North,82.4
17/01/2024 03:00:00 - 17/01/2024 04:00:00,BZN|IT-North,80
17/01/2024 04:00:00 - 17/01/2024 05:00:00,BZN|IT-North,82.4
17/01/2024 05:00:00 - 17/01/2024 06:00:00,BZN|IT-North,85.9
17/01/2024 06:00:00 - 17/01/2024 07:00:00,BZN|IT-North,98.9
17/01/2024 07:00:00 - 17/01/2024 08:00:00,BZN|IT-North,104.18
17/01/2024 08:00:00 - 17/01/2024 09:00:00,BZN|IT-North,117.77
17/01/2024 09:00:00 - 17/01/2024 10:00:00,BZN|IT-North,115.47
17/01/2024 10:00:00 - 17/01/2024 11:00:00,BZN|IT-North,110.33
17/01/2024 11:00:00 - 17/01/2024 12:00:00,BZN|IT-North,111.1
17/01/2024 12:00:00 - 17/01/2024 13:00:00,BZN|IT-North,105.68
17/01/2024 13:00:00 - 17/01/2024 14:00:00,BZN|IT-North,104
17/01/2024 14:00:00 - 17/01/2024 15:00:00,BZN|IT-North,107.4
17/01/2024 15:00:00 - 17/01/2024 16:00:00,BZN|IT-North,113.88
17/01/2024 16:00:00 - 17/01/2024 17:00:00,BZN|IT-North,115
17/01/2024 17:00:00 - 17/01/2024 18:00:00,BZN|IT-North,125.4
17/01/2024 18:00:00 - 17/01/2024 19:00:00,BZN|IT-North,120
17/01/2024 19:00:00 - 17/01/2024 20:00:00,BZN|IT-North,113.69
17/01/2024 20:00:00 - 17/01/2024 21:00:00,BZN|IT-North,104.23
17/01/2024 21:00:00 - 17/01/2024 22:00:00,BZN|IT-North,100
17/01/2024 22:00:00 - 17/01/2024 23:00:00,BZN|IT-North,92.79
17/01/2024 23:00:00 - 18/01/2024 00:00:00,BZN|IT-North,85.11
18/01/2024 00:00:00 - 18/01/2024 01:00:00,BZN|IT-North,84
18/01/2024 01:00:00 - 18/01/2024 02:00:00,BZN|IT-North,81.6
18/01/2024 02:00:00 - 18/01/2024 03:00:00,BZN|IT-North,78
18/01/2024 03:00:00 - 18/01/2024 04:00:00,BZN|IT-North,78
18/01/2024 04:00:00 - 18/01/2024 05:00:00,BZN|IT-North,75.96
18/01/2024 05:00:00 - 18/01/2024 06:00:00,BZN|IT-North,81.37
18/01/2024 06:00:00 - 18/01/2024 07:00:00,BZN|IT-North,99
18/01/2024 07:00:00 - 18/01/2024 08:00:00,BZN|IT-North,112.71
18/01/2024 08:00:00 - 18/01/2024 09:00:00,BZN|IT-North,125
18/01/2024 09:00:00 - 18/01/2024 10:00:00,BZN|IT-North,121.02
18/01/2024 10:00:00 - 18/01/2024 11:00:00,BZN|IT-North,113.72
18/01/2024 11:00:00 - 18/01/2024 12:00:00,BZN|IT-North,106.73
18/01/2024 12:00:00 - 18/01/2024 13:00:00,BZN|IT-North,102.04
18/01/2024 13:00:00 - 18/01/2024 14:00:00,BZN|IT-North,98.77
18/01/2024 14:00:00 - 18/01/2024 15:00:00,BZN|IT-North,99.41
18/01/2024 15:00:00 - 18/01/2024 16:00:00,BZN|IT-North,103.45
18/01/2024 16:00:00 - 18/01/2024 17:00:00,BZN|IT-North,107.37
18/01/2024 17:00:00 - 18/01/2024 18:00:00,BZN|IT-North,114.37
18/01/2024 18:00:00 - 18/01/2024 19:00:00,BZN|IT-North,110
18/01/2024 19:00:00 - 18/01/2024 20:00:00,BZN|IT-North,109.71
18/01/2024 20:00:00 - 18/01/2024 21:00:00,BZN|IT-North,103.32
18/01/2024 21:00:00 - 18/01/2024 22:00:00,BZN|IT-North,100
18/01/2024 22:00:00 - 18/01/2024 23:00:00,BZN|IT-North,91.47
18/01/2024 23:00:00 - 19/01/2024 00:00:00,BZN|IT-North,84.08
19/01/2024 00:00:00 - 19/01/2024 01:00:00,BZN|IT-North,72.13
19/01/2024 01:00:00 - 19/01/2024 02:00:00,BZN|IT-North,70
19/01/2024 02:00:00 - 19/01/2024 03:00:00,BZN|IT-North,67.17
19/01/2024 03:00:00 - 19/01/2024 04:00:00,BZN|IT-North,66.4
19/01/2024 04:00:00 - 19/01/2024 05:00:00,BZN|IT-North,69.16
19/01/2024 05:00:00 - 19/01/2024 06:00:00,BZN|IT-North,74.8
19/01/2024 06:00:00 - 19/01/2024 07:00:00,BZN|IT-North,90.83
19/01/2024 07:00:00 - 19/01/2024 08:00:00,BZN|IT-North,98.64
19/01/2024 08:00:00 - 19/01/2024 09:00:00,BZN|IT-North,117.68
19/01/2024 09:00:00 - 19/01/2024 10:00:00,BZN|IT-North,110
19/01/2024 10:00:00 - 19/01/2024 11:00:00,BZN|IT-North,101.56
19/01/2024 11:00:00 - 19/01/2024 12:00:00,BZN|IT-North,99.14
19/01/2024 12:00:00 - 19/01/2024 13:00:00,BZN|IT-North,92.14
19/01/2024 13:00:00 - 19/01/2024 14:00:00,BZN|IT-North,93.09
19/01/2024 14:00:00 - 19/01/2024 15:00:00,BZN|IT-North,95.63
19/01/2024 15:00:00 - 19/01/2024 16:00:00,BZN|IT-North,99.05
19/01/2024 16:00:00 - 19/01/2024 17:00:00,BZN|IT-North,101.36
19/01/2024 17:00:00 - 19/01/2024 18:00:00,BZN|IT-North,107.67
19/01/2024 18:00:00 - 19/01/2024 19:00:00,BZN|IT-North,107.17
19/01/2024 19:00:00 - 19/01/2024 20:00:00,BZN|IT-North,106.95
19/01/2024 20:00:00 - 19/01/2024 21:00:00,BZN|IT-North,99.03
19/01/2024 21:00:00 - 19/01/2024 22:00:00,BZN|IT-North,98.49
19/01/2024 22:00:00 - 19/01/2024 23:00:00,BZN|IT-North,96
19/01/2024 23:00:00 - 20/01/2024 00:00:00,BZN|IT-North,92.9
20/01/2024 00:00:00 - 20/01/2024 01:00:00,BZN|IT-North,93.5
20/01/2024 01:00:00 - 20/01/2024 02:00:00,BZN|IT-North,85.4
20/01/2024 02:00:00 - 20/01/2024 03:00:00,BZN|IT-North,77.75
20/01/2024 03:00:00 - 20/01/2024 04:00:00,BZN|IT-North,76.93
20/01/2024 04:00:00 - 20/01/2024 05:00:00,BZN|IT-North,76.93
20/01/2024 05:00:00 - 20/01/2024 06:00:00,BZN|IT-North,76.93
20/01/2024 06:00:00 - 20/01/2024 07:00:00,BZN|IT-North,87.37
20/01/2024 07:00:00 - 20/01/2024 08:00:00,BZN|IT-North,96.07
20/01/2024 08:00:00 - 20/01/2024 09:00:00,BZN|IT-North,100
20/01/2024 09:00:00 - 20/01/2024 10:00:00,BZN|IT-North,99
20/01/2024 10:00:00 - 20/01/2024 11:00:00,BZN|IT-North,95.92
20/01/2024 11:00:00 - 20/01/2024 12:00:00,BZN|IT-North,92.49
20/01/2024 12:00:00 - 20/01/2024 13:00:00,BZN|IT-North,82.88
20/01/2024 13:00:00 - 20/01/2024 14:00:00,BZN|IT-North,77.75
20/01/2024 14:00:00 - 20/01/2024 15:00:00,BZN|IT-North,78.65
20/01/2024 15:00:00 - 20/01/2024 16:00:00,BZN|IT-North,90.85
20/01/2024 16:00:00 - 20/01/2024 17:00:00,BZN|IT-North,96.07
20/01/2024 17:00:00 - 20/01/2024 18:00:00,BZN|IT-North,105
20/01/2024 18:00:00 - 20/01/2024 19:00:00,BZN|IT-North,105
20/01/2024 19:00:00 - 20/01/2024 20:00:00,BZN|IT-North,105.6
20/01/2024 20:00:00 - 20/01/2024 21:00:00,BZN|IT-North,98.52
20/01/2024 21:00:00 - 20/01/2024 22:00:00,BZN|IT-North,92.91
20/01/2024 22:00:00 - 20/01/2024 23:00:00,BZN|IT-North,81.23
20/01/2024 23:00:00 - 21/01/2024 00:00:00,BZN|IT-North,76.93
21/01/2024 00:00:00 - 21/01/2024 01:00:00,BZN|IT-North,84.4
21/01/2024 01:00:00 - 21/01/2024 02:00:00,BZN|IT-North,82.2
21/01/2024 02:00:00 - 21/01/2024 03:00:00,BZN|IT-North,75.03
21/01/2024 03:00:00 - 21/01/2024 04:00:00,BZN|IT-North,69
21/01/2024 04:00:00 - 21/01/2024 05:00:00,BZN|IT-North,70
21/01/2024 05:00:00 - 21/01/2024 06:00:00,BZN|IT-North,69
21/01/2024 06:00:00 - 21/01/2024 07:00:00,BZN|IT-North,73
21/01/2024 07:00:00 - 21/01/2024 08:00:00,BZN|IT-North,90
21/01/2024 08:00:00 - 21/01/2024 09:00:00,BZN|IT-North,93.59
21/01/2024 09:00:00 - 21/01/2024 10:00:00,BZN|IT-North,89.34
21/01/2024 10:00:00 - 21/01/2024 11:00:00,BZN|IT-North,74.2
21/01/2024 11:00:00 - 21/01/2024 12:00:00,BZN|IT-North,70
21/01/2024 12:00:00 - 21/01/2024 13:00:00,BZN|IT-North,69
21/01/2024 13:00:00 - 21/01/2024 14:00:00,BZN|IT-North,65
21/01/2024 14:00:00 - 21/01/2024 15:00:00,BZN|IT-North,65.1
21/01/2024 15:00:00 - 21/01/2024 16:00:00,BZN|IT-North,88.38
21/01/2024 16:00:00 - 21/01/2024 17:00:00,BZN|IT-North,95
21/01/2024 17:00:00 - 21/01/2024 18:00:00,BZN|IT-North,98.81
21/01/2024 18:00:00 - 21/01/2024 19:00:00,BZN|IT-North,101.87
21/01/2024 19:00:00 - 21/01/2024 20:00:00,BZN|IT-North,105.1
21/01/2024 20:00:00 - 21/01/2024 21:00:00,BZN|IT-North,105.1
21/01/2024 21:00:00 - 21/01/2024 22:00:00,BZN|IT-North,102.41
21/01/2024 22:00:00 - 21/01/2024 23:00:00,BZN|IT-North,97.75
21/01/2024 23:00:00 - 22/01/2024 00:00:00,BZN|IT-North,95
22/01/2024 00:00:00 - 22/01/2024 01:00:00,BZN|IT-North,84.4
22/01/2024 01:00:00 - 22/01/2024 02:00:00,BZN|IT-North,82.2
22/01/2024 02:00:00 - 22/01/2024 03:00:00,BZN|IT-North,77.9
22/01/2024 03:00:00 - 22/01/2024 04:00:00,BZN|IT-North,77.9
22/01/2024 04:00:00 - 22/01/2024 05:00:00,BZN|IT-North,82.49
22/01/2024 05:00:00 - 22/01/2024 06:00:00,BZN|IT-North,95.68
22/01/2024 06:00:00 - 22/01/2024 07:00:00,BZN|IT-North,106
22/01/2024 07:00:00 - 22/01/2024 08:00:00,BZN|IT-North,114.5
22/01/2024 08:00:00 - 22/01/2024 09:00:00,BZN|IT-North,131.8
22/01/2024 09:00:00 - 22/01/2024 10:00:00,BZN|IT-North,114
22/01/2024 10:00:00 - 22/01/2024 11:00:00,BZN|IT-North,99.83
22/01/2024 11:00:00 - 22/01/2024 12:00:00,BZN|IT-North,97.73
22/01/2024 12:00:00 - 22/01/2024 13:00:00,BZN|IT-North,94.5
22/01/2024 13:00:00 - 22/01/2024 14:00:00,BZN|IT-North,95
22/01/2024 14:00:00 - 22/01/2024 15:00:00,BZN|IT-North,99.46
22/01/2024 15:00:00 - 22/01/2024 16:00:00,BZN|IT-North,113.41
22/01/2024 16:00:00 - 22/01/2024 17:00:00,BZN|IT-North,122
22/01/2024 17:00:00 - 22/01/2024 18:00:00,BZN|IT-North,131.8
22/01/2024 18:00:00 - 22/01/2024 19:00:00,BZN|IT-North,119.75
22/01/2024 19:00:00 - 22/01/2024 20:00:00,BZN|IT-North,114.5
22/01/2024 20:00:00 - 22/01/2024 21:00:00,BZN|IT-North,108.63
22/01/2024 21:00:00 - 22/01/2024 22:00:00,BZN|IT-North,99.83
22/01/2024 22:00:00 - 22/01/2024 23:00:00,BZN|IT-North,97.47
22/01/2024 23:00:00 - 23/01/2024 00:00:00,BZN|IT-North,90.01
23/01/2024 00:00:00 - 23/01/2024 01:00:00,BZN|IT-North,75.9
23/01/2024 01:00:00 - 23/01/2024 02:00:00,BZN|IT-North,72
23/01/2024 02:00:00 - 23/01/2024 03:00:00,BZN|IT-North,65.1
23/01/2024 03:00:00 - 23/01/2024 04:00:00,BZN|IT-North,65.1
23/01/2024 04:00:00 - 23/01/2024 05:00:00,BZN|IT-North,70.33
23/01/2024 05:00:00 - 23/01/2024 06:00:00,BZN|IT-North,79.32
23/01/2024 06:00:00 - 23/01/2024 07:00:00,BZN|IT-North,95.13
23/01/2024 07:00:00 - 23/01/2024 08:00:00,BZN|IT-North,104.11
23/01/2024 08:00:00 - 23/01/2024 09:00:00,BZN|IT-North,122
23/01/2024 09:00:00 - 23/01/2024 10:00:00,BZN|IT-North,105
23/01/2024 10:00:00 - 23/01/2024 11:00:00,BZN|IT-North,96.45
23/01/2024 11:00:00 - 23/01/2024 12:00:00,BZN|IT-North,90
23/01/2024 12:00:00 - 23/01/2024 13:00:00,BZN|IT-North,81.9
23/01/2024 13:00:00 - 23/01/2024 14:00:00,BZN|IT-North,81.7
23/01/2024 14:00:00 - 23/01/2024 15:00:00,BZN|IT-North,88.1
23/01/2024 15:00:00 - 23/01/2024 16:00:00,BZN|IT-North,95.14
23/01/2024 16:00:00 - 23/01/2024 17:00:00,BZN|IT-North,100.13
23/01/2024 17:00:00 - 23/01/2024 18:00:00,BZN|IT-North,105.98
23/01/2024 18:00:00 - 23/01/2024 19:00:00,BZN|IT-North,103.04
23/01/2024 19:00:00 - 23/01/2024 20:00:00,BZN|IT-North,101.61
23/01/2024 20:00:00 - 23/01/2024 21:00:00,BZN|IT-North,99.46
23/01/2024 21:00:00 - 23/01/2024 22:00:00,BZN|IT-North,97.66
23/01/2024 22:00:00 - 23/01/2024 23:00:00,BZN|IT-North,94.1
23/01/2024 23:00:00 - 24/01/2024 00:00:00,BZN|IT-North,89.44
24/01/2024 00:00:00 - 24/01/2024 01:00:00,BZN|IT-North,76.4
24/01/2024 01:00:00 - 24/01/2024 02:00:00,BZN|IT-North,69
24/01/2024 02:00:00 - 24/01/2024 03:00:00,BZN|IT-North,65.7
24/01/2024 03:00:00 - 24/01/2024 04:00:00,BZN|IT-North,65.3
24/01/2024 04:00:00 - 24/01/2024 05:00:00,BZN|IT-North,66.85
24/01/2024 05:00:00 - 24/01/2024 06:00:00,BZN|IT-North,79
24/01/2024 06:00:00 - 24/01/2024 07:00:00,BZN|IT-North,97.01
24/01/2024 07:00:00 - 24/01/2024 08:00:00,BZN|IT-North,122.01
24/01/2024 08:00:00 - 24/01/2024 09:00:00,BZN|IT-North,128
24/01/2024 09:00:00 - 24/01/2024 10:00:00,BZN|IT-North,107.52
24/01/2024 10:00:00 - 24/01/2024 11:00:00,BZN|IT-North,98.3
24/01/2024 11:00:00 - 24/01/2024 12:00:00,BZN|IT-North,95.25
24/01/2024 12:00:00 - 24/01/2024 13:00:00,BZN|IT-North,83.23
24/01/2024 13:00:00 - 24/01/2024 14:00:00,BZN|IT-North,84.97
24/01/2024 14:00:00 - 24/01/2024 15:00:00,BZN|IT-North,95.25
24/01/2024 15:00:00 - 24/01/2024 16:00:00,BZN|IT-North,101
24/01/2024 16:00:00 - 24/01/2024 17:00:00,BZN|IT-North,111.88
24/01/2024 17:00:00 - 24/01/2024 18:00:00,BZN|IT-North,125.53
24/01/2024 18:00:00 - 24/01/2024 19:00:00,BZN|IT-North,123.54
24/01/2024 19:00:00 - 24/01/2024 20:00:00,BZN|IT-North,119.27
24/01/2024 20:00:00 - 24/01/2024 21:00:00,BZN|IT-North,105.04
24/01/2024 21:00:00 - 24/01/2024 22:00:00,BZN|IT-North,101.94
24/01/2024 22:00:00 - 24/01/2024 23:00:00,BZN|IT-North,97.09
24/01/2024 23:00:00 - 25/01/2024 00:00:00,BZN|IT-North,94
25/01/2024 00:00:00 - 25/01/2024 01:00:00,BZN|IT-North,80.34
25/01/2024 01:00:00 - 25/01/2024 02:00:00,BZN|IT-North,72.23
25/01/2024 02:00:00 - 25/01/2024 03:00:00,BZN|IT-North,69.6
25/01/2024 03:00:00 - 25/01/2024 04:00:00,BZN|IT-North,66.9
25/01/2024 04:00:00 - 25/01/2024 05:00:00,BZN|IT-North,69.76
25/01/2024 05:00:00 - 25/01/2024 06:00:00,BZN|IT-North,80
25/01/2024 06:00:00 - 25/01/2024 07:00:00,BZN|IT-North,96.19
25/01/2024 07:00:00 - 25/01/2024 08:00:00,BZN|IT-North,106.13
25/01/2024 08:00:00 - 25/01/2024 09:00:00,BZN|IT-North,124.23
25/01/2024 09:00:00 - 25/01/2024 10:00:00,BZN|IT-North,106.3
25/01/2024 10:00:00 - 25/01/2024 11:00:00,BZN|IT-North,96.65
25/01/2024 11:00:00 - 25/01/2024 12:00:00,BZN|IT-North,91.46
25/01/2024 12:00:00 - 25/01/2024 13:00:00,BZN|IT-North,80.34
25/01/2024 13:00:00 - 25/01/2024 14:00:00,BZN|IT-North,80.5
25/01/2024 14:00:00 - 25/01/2024 15:00:00,BZN|IT-North,92
25/01/2024 15:00:00 - 25/01/2024 16:00:00,BZN|IT-North,99.88
25/01/2024 16:00:00 - 25/01/2024 17:00:00,BZN|IT-North,108.56
25/01/2024 17:00:00 - 25/01/2024 18:00:00,BZN|IT-North,126.56
25/01/2024 18:00:00 - 25/01/2024 19:00:00,BZN|IT-North,122
25/01/2024 19:00:00 - 25/01/2024 20:00:00,BZN|IT-North,120
25/01/2024 20:00:00 - 25/01/2024 21:00:00,BZN|IT-North,106.13
25/01/2024 21:00:00 - 25/01/2024 22:00:00,BZN|IT-North,99.89
25/01/2024 22:00:00 - 25/01/2024 23:00:00,BZN|IT-North,96.82
25/01/2024 23:00:00 - 26/01/2024 00:00:00,BZN|IT-North,95.68
26/01/2024 00:00:00 - 26/01/2024 01:00:00,BZN|IT-North,93.8
26/01/2024 01:00:00 - 26/01/2024 02:00:00,BZN|IT-North,88.89
26/01/2024 02:00:00 - 26/01/2024 03:00:00,BZN|IT-North,85.8
26/01/2024 03:00:00 - 26/01/2024 04:00:00,BZN|IT-North,83
26/01/2024 04:00:00 - 26/01/2024 05:00:00,BZN|IT-North,85
26/01/2024 05:00:00 - 26/01/2024 06:00:00,BZN|IT-North,90.01
26/01/2024 06:00:00 - 26/01/2024 07:00:00,BZN|IT-North,99.3
26/01/2024 07:00:00 - 26/01/2024 08:00:00,BZN|IT-North,120.05
26/01/2024 08:00:00 - 26/01/2024 09:00:00,BZN|IT-North,135
26/01/2024 09:00:00 - 26/01/2024 10:00:00,BZN|IT-North,120.05
26/01/2024 10:00:00 - 26/01/2024 11:00:00,BZN|IT-North,100.31
26/01/2024 11:00:00 - 26/01/2024 12:00:00,BZN|IT-North,97.28
26/01/2024 12:00:00 - 26/01/2024 13:00:00,BZN|IT-North,86.44
26/01/2024 13:00:00 - 26/01/2024 14:00:00,BZN|IT-North,87.52
26/01/2024 14:00:00 - 26/01/2024 15:00:00,BZN|IT-North,95.01
26/01/2024 15:00:00 - 26/01/2024 16:00:00,BZN|IT-North,101.66
26/01/2024 16:00:00 - 26/01/2024 17:00:00,BZN|IT-North,117.45
26/01/2024 17:00:00 - 26/01/2024 18:00:00,BZN|IT-North,128
26/01/2024 18:00:00 - 26/01/2024 19:00:00,BZN|IT-North,119.99
26/01/2024 19:00:00 - 26/01/2024 20:00:00,BZN|IT-North,115
26/01/2024 20:00:00 - 26/01/2024 21:00:00,BZN|IT-North,101.25
26/01/2024 21:00:00 - 26/01/2024 22:00:00,BZN|IT-North,98.57
26/01/2024 22:00:00 - 26/01/2024 23:00:00,BZN|IT-North,95.48
26/01/2024 23:00:00 - 27/01/2024 00:00:00,BZN|IT-North,94.05
27/01/2024 00:00:00 - 27/01/2024 01:00:00,BZN|IT-North,97.29
27/01/2024 01:00:00 - 27/01/2024 02:00:00,BZN|IT-North,93.27
27/01/2024 02:00:00 - 27/01/2024 03:00:00,BZN|IT-North,90.46
27/01/2024 03:00:00 - 27/01/2024 04:00:00,BZN|IT-North,86.44
27/01/2024 04:00:00 - 27/01/2024 05:00:00,BZN|IT-North,85.7
27/01/2024 05:00:00 - 27/01/2024 06:00:00,BZN|IT-North,86.44
27/01/2024 06:00:00 - 27/01/2024 07:00:00,BZN|IT-North,95.21
27/01/2024 07:00:00 - 27/01/2024 08:00:00,BZN|IT-North,104.94
27/01/2024 08:00:00 - 27/01/2024 09:00:00,BZN|IT-North,114.2
27/01/2024 09:00:00 - 27/01/2024 10:00:00,BZN|IT-North,104.23
27/01/2024 10:00:00 - 27/01/2024 11:00:00,BZN|IT-North,95
27/01/2024 11:00:00 - 27/01/2024 12:00:00,BZN|IT-North,85
27/01/2024 12:00:00 - 27/01/2024 13:00:00,BZN|IT-North,70.57
27/01/2024 13:00:00 - 27/01/2024 14:00:00,BZN|IT-North,70.19
27/01/2024 14:00:00 - 27/01/2024 15:00:00,BZN|IT-North,71.95
27/01/2024 15:00:00 - 27/01/2024 16:00:00,BZN|IT-North,78.34
27/01/2024 16:00:00 - 27/01/2024 17:00:00,BZN|IT-North,96.33
27/01/2024 17:00:00 - 27/01/2024 18:00:00,BZN|IT-North,101.94
27/01/2024 18:00:00 - 27/01/2024 19:00:00,BZN|IT-North,105.78
27/01/2024 19:00:00 - 27/01/2024 20:00:00,BZN|IT-North,105.33
27/01/2024 20:00:00 - 27/01/2024 21:00:00,BZN|IT-North,98.61
27/01/2024 21:00:00 - 27/01/2024 22:00:00,BZN|IT-North,97.29
27/01/2024 22:00:00 - 27/01/2024 23:00:00,BZN|IT-North,90.78
27/01/2024 23:00:00 - 28/01/2024 00:00:00,BZN|IT-North,84
28/01/2024 00:00:00 - 28/01/2024 01:00:00,BZN|IT-North,75.11
28/01/2024 01:00:00 - 28/01/2024 02:00:00,BZN|IT-North,73.27
28/01/2024 02:00:00 - 28/01/2024 03:00:00,BZN|IT-North,70.46
28/01/2024 03:00:00 - 28/01/2024 04:00:00,BZN|IT-North,66.44
28/01/2024 04:00:00 - 28/01/2024 05:00:00,BZN|IT-North,61.93
28/01/2024 05:00:00 - 28/01/2024 06:00:00,BZN|IT-North,61.82
28/01/2024 06:00:00 - 28/01/2024 07:00:00,BZN|IT-North,70.4
28/01/2024 07:00:00 - 28/01/2024 08:00:00,BZN|IT-North,75.19
28/01/2024 08:00:00 - 28/01/2024 09:00:00,BZN|IT-North,90
28/01/2024 09:00:00 - 28/01/2024 10:00:00,BZN|IT-North,89.37
28/01/2024 10:00:00 - 28/01/2024 11:00:00,BZN|IT-North,65
28/01/2024 11:00:00 - 28/01/2024 12:00:00,BZN|IT-North,49.99
28/01/2024 12:00:00 - 28/01/2024 13:00:00,BZN|IT-North,50
28/01/2024 13:00:00 - 28/01/2024 14:00:00,BZN|IT-North,49
28/01/2024 14:00:00 - 28/01/2024 15:00:00,BZN|IT-North,67.08
28/01/2024 15:00:00 - 28/01/2024 16:00:00,BZN|IT-North,77.3
28/01/2024 16:00:00 - 28/01/2024 17:00:00,BZN|IT-North,88.29
28/01/2024 17:00:00 - 28/01/2024 18:00:00,BZN|IT-North,98.36
28/01/2024 18:00:00 - 28/01/2024 19:00:00,BZN|IT-North,100
28/01/2024 19:00:00 - 28/01/2024 20:00:00,BZN|IT-North,100.56
28/01/2024 20:00:00 - 28/01/2024 21:00:00,BZN|IT-North,97.44
28/01/2024 21:00:00 - 28/01/2024 22:00:00,BZN|IT-North,97
28/01/2024 22:00:00 - 28/01/2024 23:00:00,BZN|IT-North,90.93
28/01/2024 23:00:00 - 29/01/2024 00:00:00,BZN|IT-North,75.11
29/01/2024 00:00:00 - 29/01/2024 01:00:00,BZN|IT-North,75.11
29/01/2024 01:00:00 - 29/01/2024 02:00:00,BZN|IT-North,68.11
29/01/2024 02:00:00 - 29/01/2024 03:00:00,BZN|IT-North,70.46
29/01/2024 03:00:00 - 29/01/2024 04:00:00,BZN|IT-North,66.44
29/01/2024 04:00:00 - 29/01/2024 05:00:00,BZN|IT-North,62.77
29/01/2024 05:00:00 - 29/01/2024 06:00:00,BZN|IT-North,78.8
29/01/2024 06:00:00 - 29/01/2024 07:00:00,BZN|IT-North,96.78
29/01/2024 07:00:00 - 29/01/2024 08:00:00,BZN|IT-North,103.14
29/01/2024 08:00:00 - 29/01/2024 09:00:00,BZN|IT-North,126.2
29/01/2024 09:00:00 - 29/01/2024 10:00:00,BZN|IT-North,105
29/01/2024 10:00:00 - 29/01/2024 11:00:00,BZN|IT-North,98.61
