timestamp,from_node,from_name,to_node,to_name,distance_km,method,previous_value
2026-08-28T15:29:42,4,Colacem - Stabilimento di Caravate,5,Holcim (Italia) S.p.A.-unità produttiva di Ternate,14.54,dashboard_new,0
